p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.26917407775581e-26	0.279128535723131	0.982	0.958	6.93522588855117e-22	Tprolif	Ndufb9
3.40206348885949e-26	0.290313815594525	0.994	0.99	7.21713748526652e-22	Tprolif	Hnrnpa3
4.50901824399284e-26	0.30292298360368	0.945	0.864	9.56543130280641e-22	Tprolif	Fundc2
4.83950869629548e-26	0.333953073338621	0.936	0.847	1.02665337483212e-21	Tprolif	Pnn
5.17925648288521e-26	0.288564486186738	0.965	0.904	1.09872747027927e-21	Tprolif	Psmb5
6.20569178059149e-26	0.279636524156858	0.68	0.485	1.31647545433468e-21	Tprolif	Bak1
8.8721497321012e-26	0.303106954558356	0.821	0.635	1.88213784416795e-21	Tprolif	Psmc1
2.54824120899902e-25	0.298191478182456	0.745	0.516	5.40583890077051e-21	Tprolif	Sdf2l1
5.066737230615e-25	0.286650676622202	0.733	0.497	1.07485763610267e-20	Tprolif	Lsm2
5.56708290268303e-25	0.29915747696214	1	0.997	1.18100096697518e-20	Tprolif	Crip1
6.82200315705293e-25	0.299876206569513	0.945	0.874	1.44721974973721e-20	Tprolif	Ndufs5
1.41852359665798e-24	0.535049156632127	0.984	0.988	3.00925595795024e-20	Tprolif	Ifi27l2a
1.75445991636129e-24	0.338041284510911	0.965	0.904	3.72191126656884e-20	Tprolif	Tagln2
2.1253430514434e-24	0.380844222035254	0.895	0.732	4.50870274933204e-20	Tprolif	BE692007
2.15693638484449e-24	0.279365646121684	0.717	0.512	4.5757248468091e-20	Tprolif	Prpf38a
3.15358686571554e-24	0.295814874430599	0.963	0.899	6.69001917692894e-20	Tprolif	Sugt1
3.32201151463227e-24	0.285590830980196	0.988	0.96	7.0473152271409e-20	Tprolif	Bzw1
7.34970835951055e-24	0.271060204420769	0.899	0.768	1.55916713138657e-19	Tprolif	Ndufv2
9.0898528370623e-24	0.274591558075937	0.825	0.661	1.9283213808544e-19	Tprolif	Pfdn6
1.00252619300449e-23	0.336483487129149	0.979	0.938	2.12675906583972e-19	Tprolif	H2-T22
1.06852191961291e-23	0.273334293360243	0.955	0.91	2.26676240026682e-19	Tprolif	Mrps21
1.24092976033313e-23	0.312374617084564	0.977	0.938	2.63250839357071e-19	Tprolif	Prdx1
1.7006059228039e-23	0.270216249844137	0.893	0.745	3.60766540463619e-19	Tprolif	Psmd13
3.46309044858759e-23	0.327611389369787	0.924	0.804	7.34660007763371e-19	Tprolif	Odc1
4.06345077991209e-23	0.270580229394496	0.934	0.834	8.6202044845055e-19	Tprolif	Mrps33
4.32357084036221e-23	0.2515598574497	0.988	0.933	9.17202318074439e-19	Tprolif	Snrpb
6.67046241967921e-23	0.285661712781219	0.977	0.958	1.41507189771075e-18	Tprolif	Cbx3
8.21249853941015e-23	0.264025179374247	0.969	0.923	1.74219944015047e-18	Tprolif	Srp9
8.84507288790117e-23	0.302209020162901	0.906	0.813	1.87639376243935e-18	Tprolif	Ssu72
9.14581423232181e-23	0.288231088108376	0.784	0.619	1.94019303124475e-18	Tprolif	Dazap1
1.25857683536575e-22	0.282846260706511	1	0.986	2.6699448985449e-18	Tprolif	Tspo
1.27930462033198e-22	0.279684570191756	0.772	0.566	2.71391682157226e-18	Tprolif	Phgdh
1.36185472156929e-22	0.297908115622951	0.914	0.795	2.88903860633709e-18	Tprolif	Etfb
1.68697986442985e-22	0.284148405511334	0.965	0.884	3.57875908440149e-18	Tprolif	Cst3
2.52231159344545e-22	0.304510757400459	0.998	0.977	5.35083181433519e-18	Tprolif	Eif5a
2.82652107386846e-22	0.271192916155633	0.996	0.978	5.99618180610455e-18	Tprolif	Ywhaz
3.00093875111675e-22	0.274399484191942	0.86	0.719	6.36619146661908e-18	Tprolif	Mtpn
5.31337116275744e-22	0.286802151656516	0.92	0.827	1.12717855846736e-17	Tprolif	Eif4e2
9.80322730277606e-22	0.345924966594432	0.852	0.725	2.07965664001091e-17	Tprolif	Lbr
1.59329759101483e-21	0.285220809812625	0.893	0.771	3.38002150957886e-17	Tprolif	Magoh
2.1678185096604e-21	0.250652857950901	0.998	0.984	4.59881018639358e-17	Tprolif	Reep5
2.89349482623924e-21	0.273856990148904	0.906	0.855	6.13825992438393e-17	Tprolif	Tmem14c
3.05344954275523e-21	0.2969117515964	0.965	0.894	6.47758786000094e-17	Tprolif	Paip2
4.35257428134967e-21	0.285100096569925	0.889	0.759	9.23355108045518e-17	Tprolif	Ssr2
4.91570257539138e-21	0.270886065439543	0.912	0.82	1.04281714434353e-16	Tprolif	Psmc6
5.16046602539575e-21	0.277163365712479	0.869	0.76	1.09474126262745e-16	Tprolif	Nudt21
8.44073543526125e-21	0.264032164753876	0.965	0.898	1.79061761523632e-16	Tprolif	Supt4a
8.99887763441972e-21	0.270431156076445	0.875	0.745	1.9090219013658e-16	Tprolif	Psma6
9.28817382214045e-21	0.279604362276516	0.879	0.765	1.97039319462887e-16	Tprolif	Psmd12
2.106850702686e-20	0.297887968611296	0.881	0.733	4.46947308067807e-16	Tprolif	Luc7l3
2.59947805276084e-20	0.275919812200989	0.922	0.82	5.51453274112685e-16	Tprolif	Cacybp
3.29037319432667e-20	0.251749627186467	0.821	0.675	6.9801976944446e-16	Tprolif	Akr1b3
3.90075837429211e-20	0.270805271359453	0.869	0.725	8.27506881522328e-16	Tprolif	Ebp
4.00507228772271e-20	0.250315712090594	0.977	0.952	8.49636035117495e-16	Tprolif	Tmem258
4.40179520550473e-20	0.264305907293788	0.967	0.936	9.33796834895774e-16	Tprolif	Atp5g3
4.99664937445816e-20	0.261417358770738	0.589	0.41	1.05998919829755e-15	Tprolif	AI506816
7.70972419632284e-20	0.268655274078682	0.957	0.901	1.63554089100793e-15	Tprolif	Ube2l3
9.08840682066511e-20	0.261954515868093	0.92	0.821	1.9280146229359e-15	Tprolif	Ywhaq
2.10778798662737e-19	0.267193403897834	0.725	0.536	4.4714614348313e-15	Tprolif	Vars
2.5384897021053e-19	0.391873826807137	0.741	0.599	5.38515205404619e-15	Tprolif	Rad21
2.76473599704979e-19	0.30886606416069	0.864	0.769	5.86511094414143e-15	Tprolif	Pdia6
3.32610396451896e-19	0.256529197672773	0.947	0.89	7.05599695033052e-15	Tprolif	Pdap1
4.02895788858558e-19	0.268479007190447	0.889	0.784	8.54703126484544e-15	Tprolif	Ube2n
5.77241316813125e-19	0.264108490125626	0.92	0.83	1.22455972948736e-14	Tprolif	Srp19
7.19932250501614e-19	0.25649882048402	0.938	0.856	1.52726427621412e-14	Tprolif	Psmc3
1.19395553456767e-18	0.295689301615935	0.957	0.921	2.53285727103185e-14	Tprolif	Dnajc15
2.00350360250278e-18	0.391961081080841	0.916	0.776	4.25023254234941e-14	Tprolif	AC160336.1
2.01298848074318e-18	0.272980657407988	0.955	0.918	4.27035376304858e-14	Tprolif	Cotl1
2.89417552511799e-18	0.25168851397885	0.879	0.749	6.1397039589853e-14	Tprolif	Psmc2
3.5490453496327e-18	0.254479834816038	0.901	0.803	7.52894480471081e-14	Tprolif	Uqcrfs1
9.69688960284543e-18	0.255836934352319	0.815	0.675	2.05709816034763e-13	Tprolif	Anapc13
1.1442086882487e-17	0.252159994727388	0.963	0.901	2.42732431125079e-13	Tprolif	Ywhah
1.36207616947583e-17	0.321741504710248	0.996	0.977	2.88950838592602e-13	Tprolif	H2-T23
2.62335453343287e-17	0.266435669102925	0.93	0.892	5.5651843072245e-13	Tprolif	Pdcd5
1.41739935534377e-16	0.257090396249489	0.92	0.85	3.00687099242627e-12	Tprolif	Acadl
1.90714861816923e-16	0.261756617975212	0.852	0.758	4.04582507858421e-12	Tprolif	Pttg1
3.72084525844125e-16	0.260134995935137	0.901	0.836	7.89340113125727e-12	Tprolif	Eif3j1
5.89582796720312e-16	0.319361267079425	0.942	0.863	1.25074094496247e-11	Tprolif	Gm19585
1.65846374666851e-15	0.251223826872625	0.7	0.546	3.51826499218258e-11	Tprolif	Polr2a
1.1459803224869e-14	0.269085626618012	0.938	0.864	2.4310826561237e-10	Tprolif	Serinc3
3.07870182435428e-14	0.268126180662376	0.78	0.637	6.53115805018518e-10	Tprolif	Tubb4b
6.66370482543087e-14	0.251934349574669	0.865	0.739	1.41363834166691e-09	Tprolif	Rbbp6
2.27837042474408e-13	0.306378620762557	0.869	0.701	4.8333350190521e-09	Tprolif	Nrgn
2.27878566003662e-11	0.271750341236241	0.575	0.434	4.83421589920168e-07	Tprolif	Dbf4
1.32218039199283e-08	0.515263853119925	0.702	0.671	0.000280487348357358	Tprolif	Plac8
0	1.24589375930524	0.535	0.038	0	Tpex	Ccr7
1.84656545334706e-274	0.659959398378413	0.393	0.026	3.91730395273045e-270	Tpex	Tcf7
2.35250449299908e-161	0.337425064411841	0.294	0.027	4.99060303144824e-157	Tpex	Slamf6
4.01810040486278e-156	1.81402570385619	0.617	0.167	8.52399819887591e-152	Tpex	Dapl1
5.57717149815928e-107	0.601679932704526	0.315	0.053	1.18314116161951e-102	Tpex	Cd74
1.90950265608892e-97	1.0146062304776	0.653	0.257	4.05081893462704e-93	Tpex	Emb
8.60084741757514e-82	0.282085703702575	0.26	0.046	1.82458377116439e-77	Tpex	1700019D03Rik
8.12754061602982e-79	0.954976961582971	0.78	0.396	1.72417646628457e-74	Tpex	Ms4a4c
4.50174627354174e-78	0.567721150705	0.605	0.238	9.55000454469144e-74	Tpex	Gpm6b
2.75309228090734e-67	1.01787382217345	0.854	0.596	5.84040996471684e-63	Tpex	Tnfrsf4
3.58471067776835e-65	1.11436356513782	0.803	0.447	7.60460523181778e-61	Tpex	Xcl1
1.58801154762111e-59	0.386533846059869	1	0.999	3.36880769712343e-55	Tpex	Eef1b2
1.65879499360199e-59	0.681552801516908	0.886	0.619	3.51896769942726e-55	Tpex	Il18r1
1.09440490354978e-58	0.281146167602801	1	1	2.32167056239051e-54	Tpex	Rps29
5.96809453757271e-58	1.07913861860862	0.915	0.789	1.26607157520067e-53	Tpex	Nfkbia
2.92624921102286e-57	0.710715200287389	0.909	0.768	6.20774507626389e-53	Tpex	Traf1
4.51550583769711e-57	0.393013979165465	0.463	0.174	9.57919408409065e-53	Tpex	Bach2
1.00648618381099e-54	0.421324979462294	0.383	0.133	2.13515979033663e-50	Tpex	Bmyc
2.06795523888244e-54	0.640744557055047	0.609	0.297	4.38696024376521e-50	Tpex	Ifi211
1.00565313967844e-51	0.28279961662898	0.283	0.079	2.13339257051384e-47	Tpex	Fas
2.63862866685406e-51	0.318065341887007	1	1	5.5975868538642e-47	Tpex	Rplp1
1.2212000706744e-50	0.292669234130035	1	1	2.59065382992867e-46	Tpex	Rps27a
6.38987437470038e-50	0.65803623157475	0.979	0.914	1.35554794984894e-45	Tpex	Hif1a
2.15600823670175e-49	0.300518374028397	1	1	4.5737558733391e-45	Tpex	Rps18
2.37828345388644e-49	0.578068341530776	0.856	0.675	5.0452905190747e-45	Tpex	Nfat5
3.17214889855973e-49	0.333952912700147	1	1	6.72939667340461e-45	Tpex	Rps12
6.74137933538849e-48	0.380806965355764	0.52	0.238	1.43011621220931e-43	Tpex	Zc3h12d
1.27229255657134e-47	0.486733501851814	0.994	0.995	2.69904142951045e-43	Tpex	Gas5
3.80058294927095e-47	0.319006862282103	0.302	0.096	8.06255666858339e-43	Tpex	Ccdc148
1.38587225578364e-45	0.412030829715895	0.573	0.298	2.93998940341942e-41	Tpex	Ptprs
1.08124530933925e-44	0.284027015743145	1	1	2.29375379923228e-40	Tpex	Rps28
4.09646704603687e-44	0.888882947800062	0.67	0.413	8.69024519146261e-40	Tpex	Nrn1
1.61485847303687e-43	0.272699287397356	1	0.999	3.42576076470042e-39	Tpex	Rpl34
3.33252876212018e-42	0.269715748298514	1	1	7.06962651596176e-38	Tpex	Rps20
4.32505883950348e-42	0.263608961407694	1	1	9.17517982212269e-38	Tpex	Rpl13
1.30061883729539e-41	0.560830175718859	0.535	0.271	2.75913280143844e-37	Tpex	Pou2f2
1.41904209378807e-41	0.528540727409354	0.918	0.82	3.01035589776201e-37	Tpex	4930523C07Rik
3.46366010616168e-41	0.256147365615412	1	1	7.34780854921139e-37	Tpex	Rpl18
1.42955864988157e-40	0.556232977476053	0.797	0.583	3.03266571985876e-36	Tpex	Kdm2b
5.55017273164409e-40	0.391480841039476	0.503	0.247	1.17741364329098e-35	Tpex	Cpne3
1.21433902677207e-39	0.633427527324464	0.647	0.413	2.57609881139426e-35	Tpex	2310001H17Rik
3.99752635724489e-39	0.252695854763282	1	1	8.48035241425931e-35	Tpex	Rpl22
4.70722718592099e-39	0.340695977726005	0.41	0.176	9.9859117522128e-35	Tpex	Crtam
6.71131733649093e-39	0.299389931304594	0.998	1	1.42373885976319e-34	Tpex	Rpl36a
1.2934644952827e-38	0.307364694232833	1	1	2.74395558029271e-34	Tpex	Rpl12
1.41970764003479e-38	0.366596092301999	0.537	0.29	3.0117677875698e-34	Tpex	Gramd1b
1.74408497221013e-38	0.343458328402043	0.262	0.087	3.69990186004657e-34	Tpex	Myb
3.46355096071932e-38	0.401194011728814	0.539	0.288	7.34757700806997e-34	Tpex	Tgif1
3.81889010991475e-38	0.26638064251725	1	1	8.10139347917315e-34	Tpex	Rpsa
2.01542018102998e-37	0.461229990225018	0.683	0.432	4.275512372037e-33	Tpex	Gramd3
9.43753928043553e-37	0.571644850705608	0.59	0.36	2.00207958295159e-32	Tpex	Cd200
2.10411525859378e-36	0.655284185519152	0.672	0.449	4.46367010958083e-32	Tpex	Igfbp7
8.02622057749264e-36	0.274452376580268	1	1	1.70268243330929e-31	Tpex	Rack1
8.86759178577603e-35	0.422534531099698	0.958	0.9	1.88117092143453e-30	Tpex	Limd2
2.99410275381071e-34	0.521585313427662	0.901	0.773	6.35168958193405e-30	Tpex	Sat1
6.3831408214356e-34	0.489701614071043	0.436	0.214	1.35411949385935e-29	Tpex	Tnfsf11
8.92521118275786e-34	0.536361601028151	0.772	0.602	1.89339430031025e-29	Tpex	Orai1
1.09370134221021e-33	0.429829566346284	0.586	0.346	2.32017802736473e-29	Tpex	Relb
1.31017514806626e-33	0.469349618006526	0.638	0.409	2.77940555910777e-29	Tpex	Nfkb2
3.36895518506951e-33	0.491648381579228	0.975	0.953	7.14690152960645e-29	Tpex	Sdf4
4.85199903401889e-33	0.32493391980966	0.431	0.217	1.02930307507677e-28	Tpex	Lysmd2
1.23792711058885e-32	0.522607783193741	0.283	0.107	2.62613857240319e-28	Tpex	Ttn
2.6127426592719e-32	0.364529227591902	0.393	0.184	5.54267227737941e-28	Tpex	Tbc1d4
1.07011874318441e-31	0.549767921995311	0.729	0.531	2.27014990179141e-27	Tpex	Cd160
1.7151292345206e-31	0.418203651962957	0.569	0.342	3.638475158112e-27	Tpex	Pkp4
1.99718574364e-31	0.328960141142847	0.431	0.212	4.2368298365579e-27	Tpex	Creb3l2
2.50876205267151e-31	0.385479870683003	0.973	0.896	5.32208781853735e-27	Tpex	Stat4
3.95934234943348e-31	0.412417661702785	0.693	0.468	8.39934886008819e-27	Tpex	Sesn3
4.35354934228841e-31	0.447005236127241	0.793	0.63	9.23561957473063e-27	Tpex	Mrps6
6.43740206827828e-31	0.366751249177698	0.564	0.333	1.36563047476455e-26	Tpex	Dusp4
1.39814257609706e-30	0.423977093559877	0.465	0.237	2.9660196609323e-26	Tpex	Tnfsf8
2.54398370931135e-30	0.543368756808186	0.96	0.897	5.3968070409331e-26	Tpex	Ccnd2
6.05263471407728e-30	0.263238711027	1	1	1.28400592824435e-25	Tpex	Rpl10a
7.89773141864809e-30	0.461425010718176	0.905	0.801	1.67542474315201e-25	Tpex	Zfas1
8.32061605576407e-30	0.496626380195523	0.958	0.898	1.76513549006979e-25	Tpex	Bhlhe40
9.26021774645978e-30	0.303194164390585	0.4	0.191	1.96446259273398e-25	Tpex	Nfkbiz
8.63998606228128e-29	0.396052890690873	0.848	0.719	1.83288664325235e-24	Tpex	Nfkb1
2.4379625258953e-28	0.329156511220093	0.998	0.998	5.1718937024343e-24	Tpex	Npm1
4.30776691671696e-28	0.277996500190951	0.345	0.159	9.13849673712336e-24	Tpex	St6galnac3
7.9497985171647e-28	0.416889401567498	0.901	0.799	1.68647025743132e-23	Tpex	Vgll4
9.92524920271788e-28	0.434744467255014	0.801	0.648	2.10554236586457e-23	Tpex	Nrip1
1.31744637576614e-27	0.362713824236375	0.495	0.275	2.7948307415503e-23	Tpex	Tespa1
3.99548477155486e-27	0.30380926297418	0.438	0.236	8.47602139437648e-23	Tpex	Etv6
4.02460854534829e-27	0.306696264038804	0.268	0.108	8.53780456810186e-23	Tpex	A530083M17Rik
6.81840497393146e-27	0.46391684612078	0.829	0.675	1.44645643116982e-22	Tpex	Il7r
8.11871457068274e-27	0.273936586928481	1	1	1.72230410902464e-22	Tpex	Rps2
1.3898771782555e-26	0.330580379946263	0.552	0.34	2.94848544595122e-22	Tpex	Fam53b
1.70689172151244e-26	0.463639294397339	0.624	0.423	3.62100009801648e-22	Tpex	Alcam
4.83676295064718e-26	0.264953986468461	0.471	0.265	1.02607089235029e-21	Tpex	Stx11
7.30947903297668e-26	0.329010821691225	0.507	0.304	1.55063288205567e-21	Tpex	Sdhaf1
7.54085659467894e-26	0.257220005743168	0.421	0.216	1.59971731799519e-21	Tpex	Gm20186
9.60010881922214e-26	0.274926510622472	0.446	0.239	2.03656708490979e-21	Tpex	Samd3
4.99121046750319e-25	0.457253419338371	0.894	0.765	1.05883538857613e-20	Tpex	Zfp36l1
2.01488536935483e-24	0.422467234832813	0.759	0.578	4.27437782254934e-20	Tpex	Il18rap
3.29237071199581e-24	0.584433089871273	0.535	0.311	6.98443522842792e-20	Tpex	Slc17a6
4.50253890017189e-24	0.377040901209408	0.987	0.962	9.55168602282465e-20	Tpex	mt-Co1
4.86807990751247e-24	0.496023251116831	0.803	0.681	1.0327144715797e-19	Tpex	Filip1l
6.02947909793534e-24	0.357322666425189	0.543	0.355	1.279093695836e-19	Tpex	Hivep1
6.65668594377591e-24	0.302879477249644	0.556	0.344	1.41214935611262e-19	Tpex	Zeb2
1.476406788421e-23	0.342441897697404	0.981	0.976	3.1320493609563e-19	Tpex	mt-Nd4
2.08984990715478e-23	1.38775325409102	0.311	0.147	4.43340759303814e-19	Tpex	Ccl1
2.24052380556009e-23	0.257057153124637	0.998	0.998	4.75304720111518e-19	Tpex	Rpl4
2.44458103246977e-23	0.421398391640795	0.835	0.732	5.18593420228138e-19	Tpex	Cd82
3.00096680613705e-23	0.387429010163624	0.943	0.881	6.36625098253914e-19	Tpex	mt-Nd5
5.33846164327477e-23	0.544124022530818	0.704	0.568	1.13250125300431e-18	Tpex	Rel
2.41881237494137e-22	0.563093140637216	0.507	0.304	5.13126857220063e-18	Tpex	Slfn5
6.66852583393726e-22	0.339559695185546	0.992	0.979	1.41466107041145e-17	Tpex	mt-Nd2
1.49790799021897e-21	0.364465591820867	0.998	0.988	3.17766201045052e-17	Tpex	Ltb
1.88460955805473e-21	0.260499145751382	0.404	0.222	3.9980107164573e-17	Tpex	Camk2d
2.0940650052903e-21	0.285400974309221	0.573	0.38	4.44234950222285e-17	Tpex	Itpr1
3.20778074350493e-21	0.255277337231768	0.459	0.27	6.80498606927135e-17	Tpex	Jade2
4.00795472672098e-21	0.367261228026843	0.761	0.623	8.50247515726589e-17	Tpex	Map4k4
9.94083059666427e-21	0.261753565153147	0.497	0.311	2.10884780277636e-16	Tpex	Tnip1
1.12066688139456e-20	0.394859127929691	0.888	0.78	2.37738272219042e-16	Tpex	Nrp1
3.16178138138772e-20	0.430565437456131	0.958	0.95	6.70740302247592e-16	Tpex	2410006H16Rik
6.99652048275365e-20	0.652269768330562	0.748	0.622	1.48424185521136e-15	Tpex	Ikzf2
1.09278411603902e-19	0.304168061463646	0.632	0.468	2.31823222376518e-15	Tpex	1110038B12Rik
9.51244257456315e-19	0.280442394314456	0.651	0.486	2.01796956776783e-14	Tpex	Tcf12
1.34909475448789e-18	0.378403524505957	0.844	0.717	2.86196961217062e-14	Tpex	Tnfaip3
1.46263446344323e-18	0.414223428142993	0.964	0.913	3.10283275074846e-14	Tpex	Tnfrsf18
1.56148530145862e-18	0.262049074181972	0.983	0.976	3.31253491851432e-14	Tpex	Eef1g
3.99338429888732e-18	0.259535684495283	0.512	0.335	8.47156545165957e-14	Tpex	Irf2bp2
9.44496057795946e-18	0.279857831253754	0.97	0.932	2.00365393700832e-13	Tpex	Apobec3
1.05957508518922e-17	0.440707348378782	0.719	0.601	2.24778258572042e-13	Tpex	Eea1
1.86922998011374e-17	0.285409820699982	0.839	0.746	3.96538447981329e-13	Tpex	Nt5c
2.16994120743019e-17	0.275645387879429	0.558	0.395	4.60331327744242e-13	Tpex	Trps1
3.1982502378599e-17	0.416046864620371	0.605	0.417	6.78476805459598e-13	Tpex	Gm12840
2.10117093121441e-16	0.264982466905388	0.455	0.298	4.45742401347825e-12	Tpex	Slc7a1
1.0800680793823e-15	0.266477189196703	0.672	0.535	2.29125642360162e-11	Tpex	Hmox2
1.84607166112225e-15	0.25764716575737	0.594	0.428	3.91625642190474e-11	Tpex	Ar
2.10649455990631e-15	0.546421087793388	0.782	0.708	4.46871755938525e-11	Tpex	Nrgn
2.79219956058793e-15	0.283902444501097	0.681	0.54	5.92337214783123e-11	Tpex	Msi2
2.93296716564362e-15	0.312451218703091	0.93	0.868	6.22199654519637e-11	Tpex	Stat3
2.96241195530103e-15	0.468920662140697	0.873	0.809	6.28446072197561e-11	Tpex	Odc1
8.27088603593632e-15	0.388169085373188	0.607	0.481	1.75458576366353e-10	Tpex	Ifrd1
1.04327577872253e-14	0.263744045099417	0.879	0.795	2.21320523698197e-10	Tpex	Snhg8
2.23646123967393e-14	0.308179198098468	0.983	0.982	4.74442887384428e-10	Tpex	Itgb1
1.25613727637429e-13	0.368389409323111	0.996	1	2.66476961810042e-09	Tpex	mt-Rnr2
2.48568712487623e-13	0.390483657637262	0.594	0.457	5.27313666671243e-09	Tpex	Gm47283
2.57392164642285e-13	0.588918465406758	0.573	0.46	5.46031738072144e-09	Tpex	Gadd45b
3.14364709683778e-13	0.331281268906373	0.958	0.946	6.66893295123168e-09	Tpex	Ybx3
6.57909879059019e-13	0.44336165319211	0.761	0.693	1.3956900174358e-08	Tpex	Snhg1
9.12689752702662e-13	0.399068100995437	0.953	0.892	1.93618004138343e-08	Tpex	AC149090.1
5.53540092611579e-12	0.281459645694834	0.495	0.371	1.1742799524662e-07	Tpex	Uap1
7.34115094511525e-12	0.284852880252776	0.391	0.256	1.55735176149675e-07	Tpex	Furin
9.0234003970696e-12	0.382955008673072	0.738	0.66	1.91422416023434e-07	Tpex	Sqstm1
1.49670487791043e-11	0.267275058183222	0.892	0.798	3.1751097279992e-07	Tpex	Ogt
1.52115061712686e-11	0.260708117428253	0.651	0.536	3.22696891917293e-07	Tpex	Zfp445
2.91883156654609e-11	0.30865987779966	0.812	0.721	6.19200928527088e-07	Tpex	Arap2
5.57915985661214e-11	0.344436912749458	0.672	0.583	1.1835629719817e-06	Tpex	Sh2d1a
6.66208193959636e-11	0.271249333140137	0.328	0.21	1.41329406266597e-06	Tpex	Slc16a11
9.75818397508214e-11	0.473955983325232	0.607	0.526	2.07010114847393e-06	Tpex	Tent5a
3.48630661352603e-10	0.276728998710179	0.996	0.993	7.39585084993411e-06	Tpex	mt-Rnr1
3.62703332833426e-10	0.35363415905509	0.765	0.696	7.69438850272829e-06	Tpex	Grap
4.17297652369677e-10	0.410427434998232	0.332	0.217	8.85255239737033e-06	Tpex	Iigp1
4.7286321238335e-10	0.26317082459193	0.723	0.606	1.00313201875004e-05	Tpex	Arid5b
1.99823894340473e-09	0.288620047576509	0.74	0.665	4.23906409453878e-05	Tpex	Ifi27
3.43835566882195e-09	0.368178889032543	0.438	0.329	7.29412771583888e-05	Tpex	Icam1
8.78103129275041e-09	0.252453447750552	0.791	0.742	0.000186280797844407	Tpex	Plscr1
1.39317456896488e-08	0.274200881525699	0.442	0.349	0.00029554805306021	Tpex	Fam129a
4.39850986149517e-08	0.297225445320793	0.634	0.521	0.000933099882017585	Tpex	Nr4a3
6.75324996505858e-08	0.288142247743509	0.767	0.735	0.00143263444758753	Tpex	Aebp2
1.19110175097765e-07	0.372732959861427	0.482	0.395	0.00252680325452399	Tpex	Il2ra
3.45406860721683e-07	0.291528772075468	0.715	0.667	0.00732746114334978	Tpex	Serpina3g
1.63662578069439e-06	0.277904059132267	0.315	0.231	0.0347193793116508	Tpex	Snhg15
2.48240325390374e-05	0.259047023065591	0.552	0.471	0.526617026283139	Tpex	Kcnq1ot1
6.90134913359193e-05	0.287127993491624	0.347	0.267	1	Tpex	Xist
6.57207761470184e-268	1.24319165573813	0.773	0.088	1.39420054518285e-263	Tex-early-prolif	Esco2
3.67216786570915e-233	0.875239235726012	0.754	0.096	7.79013691031539e-229	Tex-early-prolif	Pbk
6.48045081696797e-226	0.8439052107092	0.707	0.089	1.37476283631159e-221	Tex-early-prolif	Neil3
3.67595614287005e-221	2.10806919457139	0.871	0.159	7.79817336148452e-217	Tex-early-prolif	Nusap1
5.77727022123321e-215	1.28270732736978	0.832	0.138	1.22559010473241e-210	Tex-early-prolif	Fbxo5
2.55246325550643e-212	0.667113296559832	0.652	0.076	5.41479555023135e-208	Tex-early-prolif	Mxd3
3.03347090447033e-209	1.11969173259504	0.797	0.129	6.43520517674335e-205	Tex-early-prolif	Spc25
1.6405255536369e-208	0.819113233029416	0.754	0.111	3.48021090948531e-204	Tex-early-prolif	Shcbp1
2.92906366265675e-207	0.562410536275094	0.602	0.066	6.21371565396003e-203	Tex-early-prolif	Kif14
7.75129269562685e-207	1.05051682490995	0.773	0.122	1.64435923245028e-202	Tex-early-prolif	Sgo1
1.7183484055304e-206	0.963275742290925	0.777	0.12	3.64530430749218e-202	Tex-early-prolif	Kif4
1.64067206741993e-203	0.739524667433807	0.695	0.093	3.48052172382463e-199	Tex-early-prolif	Nuf2
3.06597500894888e-201	1.26491839269807	0.781	0.128	6.50415938398416e-197	Tex-early-prolif	Ccna2
3.6009723861738e-200	1.35003850527592	0.84	0.151	7.63910282002911e-196	Tex-early-prolif	Knl1
4.86640158451327e-192	0.624706319646362	0.641	0.082	1.03235843213864e-187	Tex-early-prolif	E2f8
5.76293348622233e-191	1.03028814202927	0.73	0.114	1.22254870976721e-186	Tex-early-prolif	Sgo2a
4.45423582194614e-190	0.569014800486985	0.633	0.08	9.44921587267655e-186	Tex-early-prolif	Foxm1
3.42924408124072e-189	1.12757564292215	0.691	0.093	7.27479839394407e-185	Tex-early-prolif	H2ac10
2.24378973582892e-188	1.62992704741805	0.863	0.189	4.75997554558748e-184	Tex-early-prolif	Kif11
6.42583494048384e-188	0.658841765004415	0.621	0.079	1.36317662427424e-183	Tex-early-prolif	Ccnf
2.54884710411167e-185	1.07942504058661	0.801	0.15	5.40712424666249e-181	Tex-early-prolif	Cit
1.45754656693761e-183	0.771090883294953	0.73	0.116	3.09203928710144e-179	Tex-early-prolif	Bub1
4.60821026085171e-180	0.983525593667658	0.73	0.119	9.77585724737082e-176	Tex-early-prolif	Ckap2l
1.75452631284276e-179	0.908220844588353	0.703	0.111	3.72205212006463e-175	Tex-early-prolif	Mis18bp1
2.04322213901325e-179	1.33626034688965	0.75	0.124	4.3344914457027e-175	Tex-early-prolif	Hmmr
2.94471497494399e-179	0.606998097440159	0.648	0.091	6.24691834784617e-175	Tex-early-prolif	Stil
3.08404346684261e-179	1.28125909056615	0.836	0.175	6.54248981055992e-175	Tex-early-prolif	Cdk1
4.75472159947459e-179	0.797665535802783	0.758	0.133	1.00866664011254e-174	Tex-early-prolif	Ncaph
8.89558876879483e-178	0.916566522976132	0.773	0.139	1.88711020141214e-173	Tex-early-prolif	Aurkb
8.65024590471495e-177	0.902912928745584	0.738	0.126	1.83506316622623e-172	Tex-early-prolif	Bub1b
