p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
1.9607215166848e-07	-0.0851798425415694	0.693	0.739	0.00415947462549514	Fli1
1.98339469657144e-07	-0.0765223190930128	0.512	0.572	0.00420757350930665	Cdc37l1
2.08508534710205e-07	0.0920090303509002	0.859	0.855	0.00442330005534229	Tap2
2.10077398641247e-07	-0.0654682219325659	0.397	0.455	0.00445658193477541	Ralgapa1
2.10480172131637e-07	0.312694845807369	0.335	0.28	0.00446512637160055	H2ac8
2.23578332839343e-07	-0.0881977342979241	0.612	0.67	0.00474299075285381	Tcerg1
2.2540071635719e-07	-0.0742406003108634	0.45	0.51	0.00478165079680143	Zfp871
2.30695599002561e-07	-0.0826627201352277	0.401	0.458	0.00489397643724033	Nfil3
2.30897812825078e-07	-0.0658648684286636	0.314	0.37	0.00489826620127122	Akap11
2.33017999900919e-07	-0.091905979105128	0.794	0.829	0.0049432438498981	Brd2
2.34270765007841e-07	-0.0767851173345564	0.469	0.527	0.00496982000887634	mt-Nd3
2.34957924096022e-07	0.0806962241817576	0.664	0.639	0.004984397401773	Gtf2b
2.38781938685846e-07	0.0844605343843086	0.856	0.847	0.00506552004728154	Pitpna
2.39253976260075e-07	-0.0768585559806396	0.287	0.346	0.00507553385238124	Plcxd2
2.44994800537649e-07	-0.0703202424979654	0.919	0.94	0.00519731969860569	Cct2
2.45952583198886e-07	0.100849637017719	0.849	0.851	0.00521763809998116	Lsm5
2.4648228938063e-07	-0.0751618788686624	0.391	0.45	0.00522887528692067	Chd6
2.49150488078843e-07	0.079679545053132	0.738	0.71	0.00528547845410458	Puf60
2.49724657097048e-07	-0.111092354644272	0.757	0.795	0.00529765887565677	Cdk6
2.52833324487797e-07	-0.0782688788245407	0.938	0.947	0.00536360614568413	Samsn1
2.53579752641642e-07	0.0900165467838181	0.992	0.989	0.00537944087253979	Txn1
2.53836103942438e-07	-0.101485705895158	0.487	0.545	0.00538487910903488	P2ry10
2.62037297816819e-07	0.0680822579681597	1	0.998	0.005558859235886	Rac2
2.62624419573318e-07	-0.0864071909532111	0.849	0.883	0.00557131443682837	Rsbn1l
2.66651770238855e-07	-0.0811085870845309	0.838	0.869	0.00565675065384707	Sh3kbp1
2.87726233253447e-07	0.0701431881937369	0.91	0.907	0.00610382431223864	Ndufb5
2.96728909085964e-07	-0.0728532104503834	0.581	0.641	0.00629480707734964	Ppp3cb
2.97806807858309e-07	0.0804777769638828	0.705	0.682	0.00631767362190616	Ssbp4
3.18929693096855e-07	-0.0608029719035869	0.366	0.428	0.00676577450935669	Larp1b
3.25595434859989e-07	-0.0628764115642243	0.422	0.483	0.0069071815551198	Rprd2
3.28072432326989e-07	-0.097207557133848	0.856	0.884	0.00695972857938473	Sp110
3.35104980818856e-07	-0.0731970712388958	0.531	0.584	0.0071089170630912	Tbx21
3.4427314917507e-07	-0.0641171518150303	0.418	0.481	0.00730341058659994	Araf
3.45829795928576e-07	-0.0827235422669096	0.619	0.665	0.0073364332908288	Cep350
3.57208043035801e-07	-0.0655631461270411	0.296	0.354	0.00757781142496149	D430042O09Rik
3.66040275693197e-07	-0.0624884434854779	0.582	0.643	0.00776517840855547	Map4
3.66224179864104e-07	-0.0541112202361529	0.454	0.517	0.00776907975163711	Cyfip1
3.74967502741249e-07	-0.0837895302392058	0.796	0.827	0.00795456060315286	Nucb1
3.75508993417563e-07	0.147904235581434	0.819	0.802	0.00796604778636019	Dut
3.91789203204095e-07	-0.0555079823130452	0.287	0.345	0.00831141615677167	Zyg11b
4.04606870943982e-07	0.0676938514610224	0.918	0.905	0.00858333016020564	Tomm22
4.14614905725961e-07	0.0877677969812689	1	0.999	0.00879564061007054	Gapdh
4.1629329633921e-07	-0.115427485608945	0.553	0.603	0.00883124598854	Rel
4.19334133680072e-07	0.0944099765191337	0.996	0.996	0.00889575431188904	Klrd1
4.20977740624389e-07	-0.0867841356065131	0.587	0.629	0.00893062178960578	Galnt3
4.31580257299818e-07	0.0926666082454937	0.87	0.87	0.00915554357835834	Fundc2
4.31980054028476e-07	-0.0796478406205825	0.776	0.799	0.00916402486616008	Ube3a
4.32750286141042e-07	-0.0682282530868605	0.596	0.649	0.00918036457019606	Atg12
4.33800555911561e-07	-0.0801078249413312	0.636	0.682	0.00920264499310785	Plekha2
4.37731973122889e-07	-0.0734524921641476	0.689	0.74	0.00928604607782897	Wdr26
4.3936547596769e-07	0.112118073885348	0.895	0.894	0.00932069920717857	Nme1
4.43895747472995e-07	-0.0746839734441397	0.639	0.686	0.00941680438689211	Fam204a
4.44013438465708e-07	-0.0737448299469426	0.301	0.354	0.00941930108361154	Twsg1
4.48948309866486e-07	-0.0733735896517592	0.647	0.708	0.00952398944550763	Isy1
4.54239841830682e-07	0.0952894338932453	0.664	0.625	0.0096362440045961	Mcm6
4.61252172198455e-07	-0.0849013788932967	0.278	0.33	0.00978500358101803	Chka
4.61476549146047e-07	0.101555518509353	0.877	0.862	0.00978976351358425	Hspd1
4.67115275900547e-07	0.0794439503949929	0.818	0.801	0.0099093834629542	Uqcrfs1
4.72708279422153e-07	-0.0564812461870785	0.264	0.319	0.0100280334396615	Slmap
4.75600203715558e-07	-0.0601157790384766	0.42	0.483	0.0100893827216219	Zmpste24
4.93477728928653e-07	-0.055169819377792	0.388	0.452	0.0104686365414924	Tlk2
5.07331378935892e-07	0.0766410788083504	0.419	0.369	0.010762527872746	Cmc2
5.23837666854175e-07	0.0689216223187588	0.999	0.999	0.0111126922646445	Calm1
5.30487905457835e-07	-0.0716073562834094	0.5	0.555	0.0112537704263825	Gabpb2
5.31753099389555e-07	-0.0788927543545681	0.774	0.812	0.01128061025045	Slc38a1
5.31892997492762e-07	0.0804808558888868	0.83	0.826	0.0112835780488115	Ywhaq
5.38942705209152e-07	-0.0620477207203036	0.29	0.346	0.011433130548307	Cers6
5.57860984564949e-07	-0.0454317382376535	0.28	0.337	0.0118344629265608	Scaf4
5.62701599589764e-07	-0.0868908030715437	0.637	0.695	0.0119371517336973	Sqstm1
5.76454158217605e-07	-0.0734393784096997	0.381	0.441	0.0122288985124283	Dmxl1
5.93575050544455e-07	-0.0773140956840582	0.442	0.496	0.0125921011222501	Clip1
5.9412244401917e-07	0.108671405017552	0.666	0.627	0.0126037135274227	Cd226
6.035206439299e-07	-0.0857727211620648	0.48	0.53	0.0128030869403289	Rabep1
6.0352719228336e-07	0.0833015618984798	0.85	0.852	0.0128032258570992	Capza1
6.07325945776165e-07	-0.0723682271403223	0.512	0.573	0.0128838126136956	Fam172a
6.10222923929056e-07	-0.070593029764156	0.651	0.7	0.012945269108231	Prkacb
6.26212326718524e-07	-0.0643196591948386	0.33	0.387	0.0132844682990068	Pkp4
6.62769801486778e-07	-0.0996018527068728	0.4	0.455	0.0140599985687405	Gprin3
6.66406334276148e-07	-0.0727663185501257	0.79	0.817	0.0141371439753342	Tacc1
6.73193940245037e-07	-0.0687797905473648	0.597	0.657	0.0142811362483582	Itsn2
6.78633150513184e-07	-0.0607226880796841	0.616	0.673	0.0143965236549867	Prrc2a
6.84699207477898e-07	0.0576650301107762	1	1	0.0145252089874361	Rpl36
6.96142236459234e-07	-0.0714604608322352	0.494	0.552	0.0147679614042462	Slc6a6
6.98773929095042e-07	0.0832565298193556	0.51	0.469	0.0148237901318222	Cnih4
7.00887289809388e-07	-0.0673331707161469	0.28	0.332	0.0148686229660164	Tgif1
7.0969963179804e-07	-0.0530700737069291	0.255	0.31	0.0150555679889636	Fam126a
7.20794619070518e-07	0.0782696119432658	0.481	0.433	0.015290937048962	Ifnar2
7.26332764757368e-07	0.087009829370212	0.812	0.809	0.0154084232715628	Lsm6
7.3331698807967e-07	-0.109612196066445	0.613	0.663	0.0155565865851221	Il18r1
7.39625554946218e-07	-0.0818919894114269	0.941	0.96	0.0156904165226291	Celf2
7.4745582924474e-07	-0.0519126342087928	0.261	0.314	0.0158565279615979	Hivep3
7.51371834663028e-07	0.0823448388935922	0.766	0.75	0.0159396021005415	Psmc2
7.88175895008146e-07	-0.0582203371819631	0.346	0.405	0.0167203634367028	Polk
8.0714374646638e-07	-0.0599062499680867	0.473	0.534	0.0171227474375378	Gapvd1
8.08204390236379e-07	0.0808475616930946	0.763	0.749	0.0171452479344745	Psmd13
8.08561673588882e-07	-0.0859454800274075	0.936	0.947	0.0171528273435145	Rbm25
8.10784090980388e-07	-0.107149682492458	0.755	0.801	0.0171999737060579	Traf1
8.24445317343364e-07	0.0841457719025511	0.978	0.981	0.0174897829621221	Snrpf
8.28944692996778e-07	-0.070188003932105	0.79	0.829	0.0175852327172337	Eif4b
8.42208247053501e-07	-0.10432077423238	0.928	0.938	0.017866605752993	Calr
8.53708206558494e-07	-0.0544825751227432	0.325	0.384	0.0181105658939319	Gm38394
8.68674999194941e-07	-0.0788978371299132	0.522	0.575	0.0184280714329215	Pcmtd1
8.74615513621782e-07	0.0711950153169207	0.965	0.962	0.0185540935059725	Ube2i
8.77180210839269e-07	-0.0709552563440995	0.602	0.66	0.0186085009927442	Padi2
8.8295056356605e-07	-0.0828293716842883	0.747	0.787	0.0187309132554902	Hnrnpul1
9.15766129484119e-07	-0.0731958823688531	0.681	0.723	0.0194270626708761	Lrp10
9.19248820234071e-07	0.0907942446374201	0.888	0.882	0.0195009444724456	Snrpd3
9.23823835242287e-07	-0.0473533792058903	0.275	0.33	0.0195979988408299	Sin3a
9.26686476458609e-07	-0.0672989243273788	0.455	0.52	0.0196587269115929	Otud5
9.55258647784911e-07	-0.0830681126128928	0.667	0.711	0.0202648569541091	Fam102a
9.64752184081629e-07	-0.0651972155476407	0.284	0.336	0.0204662528331077	Cd2ap
9.65266725136167e-07	-0.0689126690243953	0.582	0.644	0.0204771683070386	Mysm1
9.76507633640287e-07	-0.0668342683762249	0.98	0.984	0.020715632940045	Rbpj
9.78321557811586e-07	-0.0666450943431255	0.396	0.451	0.020754113527415	Tasor2
9.85383752840079e-07	0.259095697367906	0.464	0.414	0.0209039309327494	Ifit1
9.89672578955006e-07	-0.0839613867445597	0.626	0.675	0.0209949140899515	Pcm1
9.91010447980938e-07	-0.0709902321365095	0.835	0.864	0.0210232956434676	Stk39
1.00641382592523e-06	-0.14397064757837	0.734	0.776	0.0213500629031778	Rnf213
1.00822904097501e-06	-0.0560471539605107	0.427	0.489	0.0213885708752438	Ppfia1
1.01147315521207e-06	-0.0680182580303625	0.306	0.358	0.0214573915146689	Nfic
1.01488188255683e-06	-0.0831333458905931	0.333	0.386	0.0215297042565607	Zeb2
1.04273477912451e-06	0.102993616430362	0.37	0.324	0.0221205756043473	Tyms
1.04641625047509e-06	-0.0758145312866478	0.691	0.743	0.0221986743375786	Ppp4r3a
1.06038562254855e-06	-0.0621690089253154	0.369	0.43	0.022495020596745	Exoc4
1.0918235592574e-06	-0.0677763481743245	0.319	0.37	0.0231619449860864	Atr
1.12958717134059e-06	0.0956967869338086	0.924	0.925	0.0239630622528192	Jpt1
1.12974193520263e-06	-0.0491525544310057	0.294	0.352	0.0239663454133887	Pibf1
1.13346572105708e-06	-0.052182364804337	0.271	0.325	0.0240453418065048	Rpl10a-ps1
1.13999118420538e-06	-0.0509069397029792	0.263	0.32	0.0241837729817329	Mafg
1.16085445342238e-06	-0.0753123766194621	0.9	0.918	0.0246263663749024	Syf2
1.17451736658565e-06	-0.0593012453541181	0.264	0.314	0.0249162114147481	Epb41l2
1.18569445643474e-06	-0.0686644620357443	0.523	0.585	0.0251533221988065	Man2a1
1.20142450043117e-06	-0.0701850644588363	0.722	0.754	0.0254870193521469	Snx5
1.20292251047951e-06	0.0695691254722486	0.914	0.92	0.0255187981373123	Ndufb10
1.21268877572661e-06	0.0743926197926821	0.623	0.591	0.0257259796882642	Yipf1
1.24133877847693e-06	-0.0719240038261835	0.976	0.981	0.0263337608466095	Ubc
1.25884106756985e-06	-0.0969895065020975	0.68	0.724	0.0267050544074268	P4hb
1.26208866602084e-06	-0.0841757238114258	0.791	0.83	0.0267739489609661	Ddx46
1.27072585164773e-06	-0.0548021265451236	0.301	0.359	0.0269571782168549	Gfod1
1.28124054748684e-06	0.0730203676633847	0.717	0.697	0.0271802369743857	Naa38
1.31366406516924e-06	-0.0773191253383421	0.812	0.839	0.0278680694785002	Slamf7
1.33229785286188e-06	0.0690969060281055	0.932	0.921	0.028263366650612	Arf1
1.34414343605442e-06	-0.0631070482034368	0.283	0.335	0.0285146588524585	Paf1
1.41168158144354e-06	-0.0678130734288041	0.331	0.383	0.0299474130687432	Mctp2
1.43121569146892e-06	-0.0729526745193999	0.599	0.655	0.0303618096788217	Znrf2
1.43257119506953e-06	-0.0722089913325293	0.561	0.616	0.030390565332205	Tbl1xr1
1.43705575739251e-06	-0.0431199685057497	0.333	0.392	0.0304857008373247	Fbxl5
1.44177817269366e-06	0.0714085417617547	0.563	0.526	0.0305858821555233	Exosc4
1.47129989859102e-06	0.0727086375779771	0.55	0.514	0.0312121560487099	Mrps7
1.47251930744856e-06	-0.0711037705741112	0.716	0.758	0.0312380245882138	Cd96
1.49535066334606e-06	-0.0552229308707703	0.286	0.34	0.0317223689722233	Mpp7
1.49701112307404e-06	-0.0474969714552851	0.319	0.377	0.0317575939648928	Pim3
1.52064898787244e-06	-0.0681880840315321	0.584	0.642	0.0322590476287259	Ppp6r1
1.58156286436391e-06	0.0770691607608415	0.701	0.68	0.0335512746046159	Cenpx
1.59128219778403e-06	-0.068642844242857	0.929	0.937	0.0337574605437904	Rab8b
1.60215857854534e-06	-0.0702286465840628	0.705	0.752	0.0339881920852608	Nfkb1
1.6108686195999e-06	0.0779810741037177	0.997	0.993	0.0341729668961923	Rpl22l1
1.6139698363463e-06	0.0750984319138395	0.654	0.631	0.0342387561082503	Bcl7c
1.62123475854494e-06	-0.0521425230628836	1	1	0.0343928741677724	Eef2
1.63878328125194e-06	0.0674096118231757	0.963	0.961	0.0347651485284787	Pomp
1.72154515431884e-06	0.0741237219469513	0.39	0.352	0.0365208589037198	Dynlt1f
1.72782293033972e-06	-0.0732289269018986	0.855	0.878	0.0366540356442268	Ubap2l
1.7312232159032e-06	-0.062114792193679	0.265	0.316	0.0367261693021705	Kri1
1.75732288868005e-06	-0.101936274480433	0.841	0.868	0.0372798477604586	Pfkp
1.87181119053029e-06	-0.0558188806878364	0.275	0.329	0.0397086025959097	Klhl28
1.87741714584142e-06	-0.0525108523704223	0.425	0.485	0.0398275273318799	Med15
1.89311166874386e-06	0.0706854899784481	0.639	0.609	0.0401604709407323	Gltp
1.91757281859141e-06	-0.0701843869480485	0.519	0.572	0.0406793897735981	Strn3
1.92582409208023e-06	0.0843715684889466	0.868	0.864	0.0408544322893901	Cox20
1.93912585968465e-06	-0.0539188958917688	0.377	0.437	0.0411366159873501	D10Wsu102e
1.95459379612044e-06	-0.0753468788421272	0.76	0.806	0.041464752790899	Hnrnpul2
2.00262293884648e-06	0.078924983480632	0.693	0.671	0.0424836430246892	Mrpl42
2.00521268875592e-06	-0.0688548525343936	0.623	0.672	0.0425385819792681	Rbm26
2.05093216408635e-06	0.0735656993747371	0.948	0.947	0.0435084749289278	Atp6v0e
2.05399995523958e-06	-0.0678192244161284	0.556	0.613	0.0435735550504525	Ubr2
2.09815048210752e-06	-0.0654421979755695	0.452	0.509	0.0445101643274288	Gm14303
2.11125691390562e-06	-0.0653048253675665	0.492	0.557	0.0447882041715938	Spata13
2.12749197412968e-06	-0.0616455863576597	0.427	0.485	0.0451326147391871	Mga
2.13719998000107e-06	0.108221701406808	0.856	0.826	0.0453385603757427	Zbp1
2.15384859717878e-06	0.0812905529474365	0.691	0.66	0.0456917441405506	Cdk4
2.20853884025804e-06	-0.0706174449667971	0.708	0.758	0.0468519429572341	Hadha
2.21928307226091e-06	-0.0588427633413207	0.519	0.583	0.0470798710949429	Zfp91.1
2.23095420428157e-06	-0.076279247227927	0.964	0.974	0.0473274624896291	Ptpn22
2.26331239205674e-06	-0.0889943265041169	0.756	0.786	0.0480139090850917	Thoc2
2.27167398357022e-06	-0.0701691460798913	0.305	0.357	0.0481912918874586	Arhgef3
2.30742647330089e-06	-0.0669072895751935	0.33	0.384	0.0489497452046051	Gm38126
2.34079318081564e-06	0.251725631791214	0.782	0.75	0.0496575865378231	Isg15
2.34246880157034e-06	-0.0892299530863889	0.923	0.945	0.0496931331565133	Ptms
2.3536912264766e-06	-0.0637657521702191	0.552	0.61	0.0499312056784747	Mdm4
2.37353738141882e-06	-0.0624553924974642	0.62	0.679	0.0503522220094188	Cnot1
2.38062294210389e-06	0.0897460608895263	0.676	0.652	0.050502535093792	Prmt1
2.38339556862605e-06	0.0765137026684544	0.921	0.922	0.0505613535928331	Atp5o.1
2.39304574309343e-06	0.0758981496430655	0.503	0.47	0.0507660723939841	Rpia
2.39362691816395e-06	0.070206249977856	1	1	0.0507784014419301	Cd3g
2.39411078477457e-06	0.0546203573170416	0.997	0.996	0.0507886661882077	Atp5h
2.40437370497055e-06	-0.0748992985324316	0.495	0.55	0.0510063837772453	Numa1
2.45910366653551e-06	-0.0829432873724243	0.531	0.589	0.0521674251818842	Prkca
2.46066241320422e-06	-0.0650986025344922	0.567	0.621	0.0522004924337143	R3hdm2
2.54551269765404e-06	-0.0599414573066768	0.964	0.97	0.0540005063680328	Pcbp2
2.57888932042803e-06	0.0740301076107879	0.728	0.711	0.0547085580435601	Ddost
2.6052820153924e-06	0.077393008620976	0.785	0.781	0.0552684526745343	Vdac3
2.6314915801916e-06	-0.0548754942930197	0.416	0.475	0.0558244623821847	Usp38
2.6501426388961e-06	0.0742718330189199	0.417	0.377	0.0562201259415419	Ppil1
2.67248209185828e-06	-0.0610095829525842	0.415	0.473	0.0566940350966817	Matk
2.68653464101465e-06	-0.0578911789565086	0.322	0.372	0.0569921458744847	Lcor
2.70429862682588e-06	0.0807777123486151	0.779	0.755	0.0573689910694843	Ntan1
2.73324720554328e-06	-0.0723646927339927	0.249	0.3	0.0579831062183951	Gm37531
2.77665782453633e-06	-0.0745930590733904	0.361	0.41	0.0589040190897137	Washc2
2.8042734344567e-06	0.0792570677047998	0.6	0.562	0.0594898566385644	Phgdh
2.8734069649428e-06	0.0643454103370491	0.972	0.972	0.0609564553542966	Polr1d
2.95626664628687e-06	0.116433701124064	0.684	0.668	0.0627142406343296	Irf1
2.99058733106402e-06	-0.0562293110168844	0.257	0.31	0.0634423196411921	Jade2
3.12150691227495e-06	0.0740171691945076	0.741	0.723	0.0662196476370007	Eif6
3.14059431444044e-06	-0.0667816225007617	0.7	0.75	0.0666245677865395	Brd4
3.22350884929125e-06	0.0873272120673014	0.774	0.777	0.0683835167288646	Pdia6
3.27164044058999e-06	-0.0633248243469891	0.425	0.486	0.0694045803066761	Ipo7
3.28743662143778e-06	-0.0629680476076895	0.439	0.498	0.0697396804871811	Trim59
3.30900282294744e-06	-0.0659157422252367	0.577	0.637	0.0701971858860069	Aak1
3.32130140322116e-06	-0.0821093458955937	0.761	0.793	0.0704580879679338	Rbm5
3.33970358789454e-06	-0.0800678201053882	0.615	0.665	0.0708484719135948	Add1
3.40846902433704e-06	-0.0806921468386226	0.647	0.686	0.0723072618822861	Kat6a
3.42532823676031e-06	-0.0767129746279966	0.776	0.816	0.0726649132146331	Usp34
3.42946114729644e-06	-0.0751692484502685	0.522	0.577	0.0727525887787467	Trpm7
3.44036094942581e-06	0.0704505842293907	0.679	0.642	0.0729838171811192	Nans
3.47540284303735e-06	0.0661462333678988	0.798	0.784	0.0737271959121944	Vps29
3.61898528735464e-06	-0.0660526522408691	0.536	0.597	0.0767731538859413	Inpp5d
3.63492753889689e-06	-0.0703315896815002	0.829	0.865	0.0771113528101586	Pld3
3.70312372161338e-06	-0.0689040484023802	0.875	0.896	0.0785580666303063	Cast
3.71855344738973e-06	-0.06535024632018	0.435	0.484	0.0788853928329257	Dcaf1
3.75347909856046e-06	-0.0598818967812724	0.478	0.53	0.0796263055968617	Nup153
3.76198532961452e-06	0.105817987681754	0.993	0.991	0.0798067567824424	Arl6ip1
3.79043647313387e-06	0.0780813288359994	0.772	0.764	0.0804103193410619	Nudt21
3.80517854397284e-06	-0.0756139964068356	0.77	0.815	0.0807230576318398	N4bp2l2
3.86614209085227e-06	-0.0870833148945357	0.682	0.721	0.0820163383153401	Fam3c
3.88159404333014e-06	-0.0559891867757816	0.37	0.426	0.0823441360352055	Arhgap4
3.91138001180372e-06	0.0787412664921432	0.877	0.876	0.0829760155704041	Pet100
3.97391394912197e-06	-0.0437402098527299	0.277	0.331	0.0843026105166736	Sec24c
4.03486178185425e-06	-0.0740850773427985	0.666	0.709	0.0855955578402561	Setd5
4.13356852361186e-06	-0.0781015092733575	0.685	0.739	0.0876895226599021	Nfatc1
4.32662923720671e-06	0.106209319835963	0.391	0.343	0.0917851126381031	Ccl3
4.36359989440282e-06	-0.0737118378429155	0.466	0.52	0.0925694081598614	Epc2
4.37794075312926e-06	0.0719434520511	0.647	0.614	0.0928736351368841	Lsm7
4.38959899705993e-06	-0.0560639949768571	0.337	0.394	0.0931209531236294	Herc3
4.47852988868922e-06	-0.0736030274229897	0.597	0.65	0.0950075330586531	Taok3
4.5051069314659e-06	-0.0611589100025856	0.913	0.929	0.0955713384441176	Anxa6
4.67731512870994e-06	-0.0552256890733318	0.375	0.431	0.0992245631404527	Bcor
4.69214608959512e-06	-0.0598125895417614	0.284	0.335	0.0995391871446708	Slc7a1
4.6938439368832e-06	-0.0640900474357536	0.476	0.531	0.0995752052770403	Rasa2
4.8316473676561e-06	-0.0698533539999878	0.596	0.656	0.102498567257457	Dennd1c
4.84507081349097e-06	-0.0584948602515561	0.299	0.353	0.102783332237397	Lncpint
4.8749169556109e-06	0.0719112378529863	0.727	0.707	0.10341648829633	Smim11
4.91321217534734e-06	-0.0649471123592561	0.503	0.559	0.104228883087819	Eif4enif1
4.91617027855186e-06	0.0707502786662619	0.893	0.881	0.104291636289199	Mrpl30
4.9260833317428e-06	-0.0452618399496957	0.621	0.683	0.104501931799592	Tmem71
5.0401406935767e-06	-0.0652730098334451	0.95	0.965	0.106921544673536	Snrnp70
5.09090430929781e-06	-0.0648324019140924	0.321	0.371	0.107998444017444	Rufy2
5.11222926518477e-06	0.0616597387961569	0.684	0.658	0.10845083163163	Strap
5.17870615544517e-06	-0.0802454988010437	0.702	0.739	0.109861072381614	Tnfsf10
5.22548349310474e-06	0.076014202936686	0.751	0.732	0.110853406822724	Coa3
5.25053533898089e-06	-0.0778578433089382	0.713	0.756	0.111384856681141	Eml4
5.34387367483959e-06	-0.0650004404978164	0.47	0.529	0.113364936138047	Vezf1
5.38199001304702e-06	-0.0630940220890768	0.295	0.345	0.114173536136779	Lpp
5.38977403961826e-06	-0.076352848603561	0.729	0.769	0.114338666476462	Rbbp6
5.50117751179683e-06	-0.057510886705966	0.282	0.333	0.116701979735258	Gramd1b
5.51514373869634e-06	0.069580578844881	0.656	0.631	0.116998259272704	Mrpl13
5.52269024275148e-06	0.0608615735749591	0.962	0.962	0.11715835080973	Arpc4
5.54017036306837e-06	-0.0735164318778889	0.933	0.944	0.117529174082132	Prr13
5.54620899679865e-06	-0.057104050751116	0.271	0.32	0.117657277658086	Usp40
5.55433918961871e-06	0.0450016696910369	1	1	0.117829751568571	Rps20
5.57441210530624e-06	0.0677046748322399	0.857	0.865	0.118255578401967	Sf3b5
5.73848291440876e-06	0.0665806029511735	0.918	0.924	0.121736176546267	Tmem167
5.81097247143681e-06	-0.0602130178199227	0.488	0.548	0.12327397000906	Lars
5.8505059631908e-06	0.0530580335128406	0.995	0.995	0.12411263350313	Cdc42
5.93812325699161e-06	-0.0682349544982275	0.79	0.829	0.12597134677382	Tmem30a
5.98651891046294e-06	-0.079625460974705	0.572	0.614	0.126998012166561	Hmgcr
6.09475362195199e-06	-0.0747529073054145	0.728	0.777	0.12929410333609	Ppp3ca
6.13884312064149e-06	0.118213867029969	0.879	0.861	0.130229417961289	Phf11b
6.1853875785894e-06	0.0700310129244293	0.327	0.284	0.131216812092196	Rfc5
6.20222881429656e-06	0.107510850426146	0.886	0.865	0.131574082066487	Samhd1
6.29766843646571e-06	-0.0721731164490168	0.347	0.396	0.133598738211184	Mir142hg
6.31897075455047e-06	0.0561739568195576	0.334	0.292	0.134050645587034	Pigf
6.36627715723429e-06	-0.0598304513958152	0.971	0.982	0.135054203613568	Pak2
6.3727573416902e-06	-0.0502604977432424	0.293	0.343	0.135191674246616	Gcn1
6.45109286678976e-06	-0.0763676320372662	0.774	0.821	0.136853484076078	Usp25
6.52285837237031e-06	-0.0391453910509525	0.284	0.338	0.138375917511464	Vti1a
6.5492382169172e-06	-0.0511393126282498	0.294	0.345	0.138935539533682	Exosc10
6.64173544796927e-06	-0.0451511265128745	0.342	0.396	0.14089777579322	Kat7
6.68774282948084e-06	-0.0752765113257999	0.523	0.577	0.141873776384607	Sertad1
6.7158963772314e-06	-0.052169180143911	0.401	0.456	0.142471025746587	Ezh1
6.75378340614163e-06	0.080113534083157	0.676	0.641	0.143274761177889	Ypel3
6.86184741252784e-06	-0.0723356366082926	0.909	0.93	0.145567231009365	Arhgap30
6.90727655408552e-06	0.0691488371757296	0.745	0.725	0.14653096481837	Ebp
6.9100088979318e-06	-0.0511208276348941	0.408	0.463	0.146588928760725	Nr4a1
6.97951309069217e-06	0.074199402806342	0.764	0.76	0.148063390705944	Mrps36
7.00415991970125e-06	-0.0500328546648975	0.29	0.343	0.148586248536542	Fkbp15
7.0325672326578e-06	-0.0601067745235229	0.471	0.528	0.149188881273603	Hip1r
7.10324023799205e-06	0.079398179646045	0.915	0.91	0.150688138408763	Higd1a
7.14840637252991e-06	-0.0676412329803796	0.475	0.524	0.151646292786849	Ankhd1
7.20969791458259e-06	0.0706197962600905	0.931	0.928	0.152946531559955	Psenen
7.34897198203254e-06	-0.0692261263960388	0.57	0.626	0.155901091626838	Jmjd1c
7.40237493094758e-06	-0.0695443579763156	0.552	0.596	0.157033981785122	Hook3
7.43661395844789e-06	-0.0787102028027081	0.342	0.392	0.157760328514513	Hmgcs1
7.48349152837107e-06	-0.0572299805389355	0.421	0.472	0.158754789282864	Ncor2
7.50850714102197e-06	-0.0776673756904267	0.591	0.644	0.15928547048964	Hilpda
7.52701488150875e-06	-0.0597182982148574	0.575	0.629	0.159678093696327	Slc44a2
7.60466098495726e-06	-0.0738030273839597	0.526	0.574	0.161325278134883	Rest
7.66785851073674e-06	-0.0623749534944706	0.922	0.939	0.162665950446769	Dusp11
7.80902946714576e-06	-0.048037518272534	0.256	0.307	0.16566075111603	Arel1
7.88398727943295e-06	-0.054201096935136	0.363	0.414	0.167250906145891	Ap3d1
7.90065997917979e-06	-0.054144134251264	0.325	0.378	0.16760460079832	D630039A03Rik
7.91561379548946e-06	-0.0709016855490145	0.623	0.677	0.167921831057513	Zfp638
7.94623635582852e-06	0.101944654706837	0.85	0.831	0.168571458052546	Slfn1
7.98549400276244e-06	-0.0712604295250908	0.516	0.567	0.169404269774602	Ikbkb
8.02893659681705e-06	-0.0756961570314949	0.851	0.882	0.170325860964877	Tra2a
8.15730191633089e-06	-0.0629106701196073	0.348	0.4	0.173049002853044	Apc
8.19785136074489e-06	-0.0720939460502916	0.506	0.556	0.173909218766842	Rc3h2
8.2070075301386e-06	-0.0752201157619449	0.509	0.553	0.17410345774436	Ttc3
8.26513734168434e-06	-0.0636726124361208	0.598	0.651	0.175336623566492	Arfgef1
8.32493532758269e-06	-0.0479044242236798	0.263	0.313	0.176605178039339	Mlxip
8.33890072765025e-06	0.0927553870581279	0.857	0.846	0.176901440036372	Ccnd3
8.34973226054766e-06	-0.10952304263917	0.619	0.655	0.177131220175258	Serpinb9
8.45095657498643e-06	-0.0421769476764051	0.261	0.312	0.179278592781762	Mgat4a
8.46118931128622e-06	-0.06061055075816	0.578	0.636	0.179495670049626	Hipk1
