ENTREZID	SYMBOL	logFC.Tex	FDR	nr_overlaps	exhausted_CD8_scRNAcluster_HCC_Zheng2017_human	exhausted_signature_CD8_NSCLC_up_Guo2018_human	exhaustion_associated_variable_Tirosh2016_human	exhaustion_consistent_core_up_Tirosh2016_human	exhaustion_Mel75_up_Tirosh2016_human	PD1high_CD8_TILs_vs_EM_blood_up_Thommen2018_human	PD1high_CD8_TILs_vs_PD1int_low_TILS_up_Thommen2018_human	PD1int_CD8_TILs_vs_EM_blood_up_Thommen2018_human	PD1neg_CD8_TILs_vs_EM_blood_up_Thommen2018_human	tumor_specific_TILs_vs_tumor_specific_blood_up_Baitsch2011_human	selectedHit
54475	NLE1	-0.394622351106606	2.9141205656275e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
393	ARHGAP4	0.220692151231137	2.93083071012886e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6390	SDHB	-0.073418096137307	2.93312838878074e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5693	PSMB5	-0.301234642211652	2.93312838878074e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5683	PSMA2	-0.0482618545617194	2.95046018116224e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
NA	IGLV3-12	1.47743530837262	2.98509234068656e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6749	SSRP1	-0.466643274606041	3.03218458493704e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
2617	GARS1	-0.240084879626539	3.03218458493704e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
29923	HILPDA	-0.719812041811737	3.04334120941003e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8704	B4GALT2	-0.904298098941292	3.07935357955916e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7407	VARS1	-0.640010618789485	3.08531283636722e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
11161	ERG28	-0.00516276676107873	3.10837944582629e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23506	BICRAL	0.199871993267975	3.17666687228368e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
57176	VARS2	0.147838314256365	3.17666687228368e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
84321	THOC3	-0.269479358211067	3.20912769094126e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
85007	PHYKPL	0.495086774643632	3.20912769094126e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7059	THBS3	0.0785079879212899	3.20912769094126e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1104	RCC1	-0.608554840237214	3.20912769094126e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
80227	PAAF1	0.099420239854158	3.20912769094126e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
4706	NDUFAB1	-0.294837264176331	3.20912769094126e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
64411	ARAP3	1.90352284276891	3.20912769094126e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6631	SNRPC	-0.00944806658730408	3.21178898749187e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51517	NCKIPSD	-0.258681080975017	3.21178898749187e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
107987462	LILRB3	1.48986498518428	3.21178898749187e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1491	CTH	1.29018001143819	3.21178898749187e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
64420	SUSD1	0.280743994644522	3.21178898749187e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5223	PGAM1	-0.174489562661711	3.31654678914018e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
85437	ZCRB1	0.33600257008137	3.37741919374721e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10714	POLD3	-0.39575245123149	3.39752950926188e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1773	DNASE1	0.223216916884791	3.42847095621562e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6950	TCP1	-0.363710443333601	3.55559378642705e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
253714	MMS22L	-0.705823281964624	3.55867995631316e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
65065	NBEAL1	0.195357366464828	3.5605852322236e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
949	SCARB1	1.04936331358177	3.5605852322236e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10527	IPO7	-0.340830110036841	3.5605852322236e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
57026	PDXP	-0.565301461708561	3.5605852322236e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
81929	SEH1L	-0.479145212316588	3.5605852322236e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
84572	GNPTG	0.242690977432635	3.57480886978742e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79744	ZNF419	0.127046247417953	3.59246073727724e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5464	PPA1	-0.14879581248635	3.65928564404999e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79899	PRR5L	0.749924982227631	3.75852917457227e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
84842	HPDL	-0.646729341585184	3.76988231530384e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8398	PLA2G6	0.637279358739566	3.77357986872518e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
25777	SUN2	0.357610700939597	3.78032249617968e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55651	NHP2	-0.324362103871693	3.80786145535143e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
170575	GIMAP1	0.474945767881103	3.81324389759589e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
11222	MRPL3	-0.0204515423778541	3.81548609889222e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1627	DBN1	1.62370196215538	3.81548609889222e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
387680	WASHC2A	0.0656425721455741	3.81548609889222e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9022	CLIC3	2.22373663817461	3.81548609889222e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
11152	WDR45	0.366707084304314	3.85420438419497e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55110	MAGOHB	-0.910367156529636	3.88459249861756e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6502	SKP2	-0.224793242680099	3.89530419277864e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23067	SETD1B	0.277439291670346	4.09136352810294e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
284361	EMC10	0.018695868757092	4.09136352810294e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
80222	TARS2	0.312799929543192	4.16563581485938e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
284058	KANSL1	0.0543568855054679	4.17688383462063e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3276	PRMT1	-0.277095073590749	4.17706938600523e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9128	PRPF4	-0.319215954195627	4.21231172564691e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
191	AHCY	-0.167892796024748	4.34789496835521e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79026	AHNAK	0.0468926905623611	4.41142801947993e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79585	CORO7	0.594182732140044	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
27346	TMEM97	-0.656542203745215	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
26135	SERBP1	-0.320344349707307	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8894	EIF2S2	-0.137941124506566	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79135	APOO	-1.05624269259755	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55270	NUDT15	-1.60783716741812	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5330	PLCB2	0.254329958511033	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
326625	MMAB	-0.101102476764853	4.4561481762182e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
59307	SIGIRR	0.411061556503035	4.48334096580734e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3308	HSPA4	-0.134119272837532	4.48334096580734e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5863	RGL2	0.545303472419965	4.49066651392636e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5985	RFC5	-0.872692440297288	4.49066651392636e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
29763	PACSIN3	0.362919202014029	4.49066651392636e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8216	LZTR1	0.0367202404315984	4.49066651392636e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55775	TDP1	-0.0626994515408594	4.50053707187146e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6119	RPA3	-0.427237786857234	4.56629953451049e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9922	IQSEC1	0.223190350161671	4.63764960828352e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
100527949	GIMAP1-GIMAP5	0.338681178233393	4.63764960828352e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8312	AXIN1	0.250756812030317	4.63764960828352e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
162655	ZNF519	-0.917113260427727	4.63764960828352e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
56996	SLC12A9	0.340810884436234	4.63764960828352e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1528	CYB5A	-0.895998005464257	4.63764960828352e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10213	PSMD14	-0.597454725292899	4.64131823466699e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
25914	RTTN	-0.727438948502466	4.69054895565839e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23526	ARHGAP45	0.190020386679689	4.69609393933243e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
50628	GEMIN4	-0.604777818703178	4.74062630269941e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
203	AK1	0.778141845980657	4.80162967957801e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
285600	KIAA0825	0.964469826957455	4.80162967957801e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7532	YWHAG	-0.210945077388747	4.85855633476687e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5255	PHKA1	3.27334854872798	4.91903293048511e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79652	TMEM204	0.561700339341238	4.91903293048511e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
2108	ETFA	0.139216260990212	4.97856956535913e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
728661	SLC35E2B	0.174513046743032	4.97856956535913e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
84890	ADO	-0.988938810852805	5.01599668821621e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
134353	LSM11	-0.443920838130895	5.03856154475151e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8891	EIF2B3	-0.758548449921502	5.10947445629583e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7480	WNT10B	0.684613511182357	5.10947445629583e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
553158	PRR5-ARHGAP8	0.878861912676712	5.10998127162355e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3156	HMGCR	-0.0594518959294689	5.18227470930221e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55071	C9orf40	-1.3885996138768	5.19655176997853e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1052	CEBPD	1.52196774371815	5.19655176997853e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
22821	RASA3	1.16241348946514	5.19700550460436e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
29902	FAM216A	0.136695650311518	5.21768491896346e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10622	POLR3G	-0.163187522404163	5.27595184005008e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23464	GCAT	-0.155535007730229	5.27595184005008e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55856	ACOT13	0.183587933313877	5.27595184005008e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
NA	AK4P3	0.205547661752798	5.33646051242085e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
100529241	HSPE1-MOB4	-0.307783983613024	5.38487644244809e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1520	CTSS	0.264520021396013	5.38487644244809e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
374403	TBC1D10C	0.364369277288464	5.39208096989194e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
162427	RETREG3	0.103230196433706	5.39208096989194e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9645	MICAL2	0.185532461451594	5.39229080996585e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7084	TK2	0.42968662866659	5.39229080996585e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
100529144	CORO7-PAM16	0.586176593047373	5.39900358813532e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7001	PRDX2	-0.00322569851944709	5.40757436458932e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10873	ME3	1.36522852860451	5.42670270781321e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
4709	NDUFB3	-0.158904036503406	5.44412023102505e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
85369	STRIP1	0.070963700967894	5.51172155506451e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55054	ATG16L1	0.377014392286668	5.55238128515506e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
27258	LSM3	-0.310673736797339	5.57266749632886e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51547	SIRT7	0.148911710391579	5.57266749632886e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
81892	SLIRP	-0.14631122312272	5.61545790744832e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
89845	ABCC10	0.245664194332512	5.61741720322303e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6541	SLC7A1	-0.450767087938358	5.6507168727336e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8487	GEMIN2	-0.357856285312628	5.67439797930741e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
54899	PXK	0.107707166472797	5.70959488609705e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
91942	NDUFAF2	-0.414517413347065	5.71420498600063e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6136	RPL12	0.280756849704001	5.74146069609446e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
64682	ANAPC1	-0.196579664444746	5.78148037704266e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
441531	PGAM4	-0.112190074493338	5.78451561816467e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
158405	KIAA1958	0.071820137045147	5.84704668681069e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
22838	RNF44	0.107347494963816	5.85583564184307e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
29125	C11orf21	1.25764811892744	5.87944284476559e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1535	CYBA	0.367987743369067	5.87944284476559e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
255394	TCP11L2	0.227439338775783	5.87989665234148e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
622	BDH1	-0.353881691397266	5.87989665234148e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
841	CASP8	0.389677666872964	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
90007	MIDN	0.550658978410949	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
56852	RAD18	-0.820839178571109	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
898	CCNE1	-0.388007087549179	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
128178	EDARADD	-0.103831045385147	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
93655	ST7	1.29291224996384	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
157	GRK3	0.758491335419236	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51006	SLC35C2	0.124223585127029	5.90776696838753e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51114	ZDHHC9	0.089083563687278	5.95890825764063e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79188	TMEM43	0.058258060379894	5.96840533401292e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
4725	NDUFS5	-0.0936052519393403	6.01280783842397e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
146705	TEPSIN	0.307429783946212	6.04864024336135e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
54838	WBP1L	0.0786090018154554	6.13398064455909e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
38	ACAT1	-0.120168789871296	6.14090083000481e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10235	RASGRP2	0.761688392051213	6.15404224317147e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
29090	TIMM21	-0.597546480881966	6.15404224317147e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5198	PFAS	-0.653605941453949	6.15404224317147e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
127262	TPRG1L	0.135112215128612	6.18867647130404e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79590	MRPL24	-0.411604355255536	6.19534430695228e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10998	SLC27A5	0.848395844842281	6.19534430695228e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
50814	NSDHL	-0.307016452176595	6.20172818676905e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6717	SRI	0.297566565448091	6.27117870879845e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
57140	RNPEPL1	0.357102871215389	6.27117870879845e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1939	EIF2D	0.305647769439208	6.29296794259949e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
201161	CENPV	0.570084898155665	6.31049934457538e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8841	HDAC3	0.217991647955231	6.34025725225304e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5036	PA2G4	-0.779959896370699	6.34025725225304e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
474344	GIMAP6	0.488866751309008	6.37887604390695e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5684	PSMA3	-0.453107113712101	6.37887604390695e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1678	TIMM8A	-0.393842075565496	6.3910701666347e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
84700	MYO18B	0.667591709410529	6.3910701666347e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79944	L2HGDH	-0.459397686076284	6.46678488866701e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6218	RPS17	0.0910540450744648	6.46735372198406e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23108	RAP1GAP2	0.877223205624658	6.4883658554959e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3251	HPRT1	-0.00139873521600431	6.50807855649473e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
254778	VXN	0.693694679855514	6.51657389271458e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
641649	TMEM91	0.481113302376648	6.55989584972253e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
2631	NIPSNAP2	0.227044878391373	6.63075278719104e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55911	APOBR	0.585661207990749	6.63075278719104e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
883	KYAT1	0.39361664353843	6.63075278719104e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6732	SRPK1	0.00934929605916915	6.63681884534441e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51493	RTCB	-0.0624138175734736	6.64378643197823e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7593	MZF1	0.0204949740716775	6.64378643197823e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5230	PGK1	-0.568063231526815	6.64378643197823e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23165	NUP205	-0.49942421294289	6.64378643197823e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3145	HMBS	-0.166791989214865	6.64378643197823e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8906	AP1G2	0.269975979630228	6.64378643197823e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
274	BIN1	0.884551685353585	6.68223890127702e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
440275	EIF2AK4	0.279027360580962	6.6879237868795e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10953	TOMM34	0.23457719156322	6.70655821078776e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9363	RAB33A	0.429369154747445	6.70655821078776e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
57819	LSM2	0.175735531841583	6.75917481632811e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6296	ACSM3	1.0051707292061	6.78139923226713e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
89848	FCHSD1	0.452593689237894	6.82282096741144e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23324	MAN2B2	0.120143118435031	6.94060082085633e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
55340	GIMAP5	0.270704430226377	7.00074109974106e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9315	NREP	0.614524573130597	7.00074109974106e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
537	ATP6AP1	0.045529294611295	7.1323114051069e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
NA	SENP3-EIF4A1	-0.262011408290022	7.1323114051069e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
113174	SAAL1	-0.25224247362373	7.13902219478922e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
282974	STK32C	0.0528387827712457	7.15827729599751e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51763	INPP5K	0.0869504767783297	7.15871426890394e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
NA	EEF1E1-BLOC1S5	-0.248592131896566	7.16949910125364e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51154	MRTO4	-1.05230439683073	7.22872688392578e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
399687	MYO18A	0.344905513724863	7.23354534661117e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
11093	ADAMTS13	1.8379298749582	7.24256115876651e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5872	RAB13	3.00556216542827	7.31143330488444e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9019	MPZL1	0.309310695547023	7.50103501596802e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
340547	VSIG1	0.791480699148345	7.50103501596802e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9046	DOK2	0.656224586430023	7.50103501596802e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
11322	TMC6	0.287023378841444	7.50536969760265e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6637	SNRPG	-0.349833884895145	7.57366703743761e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
84124	ZNF394	0.120578530624107	7.59250332278065e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10682	EBP	-0.754371247952723	7.60959992024202e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79892	MCMBP	-0.756357246159334	7.68416048682188e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
4542	MYO1F	0.67672712776261	7.68416048682188e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79644	SRD5A3	0.0992133251055784	7.69868771702542e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
4292	MLH1	-0.364371662541952	7.70197492438088e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
51393	TRPV2	0.0877528905539657	7.70197492438088e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
10856	RUVBL2	-0.255754903471566	7.70197492438088e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1543	CYP1A1	-0.865693269030484	7.72598361094332e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
23467	NPTXR	0.303799358763733	7.7343604170988e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7351	UCP2	0.686037692391901	7.80120515219373e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
146212	KCTD19	1.51513328023448	7.80399055696898e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
8542	APOL1	0.867315633259621	7.80399055696898e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
11103	KRR1	-0.697726114727084	7.87225830009039e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9221	NOLC1	-0.764737387042338	7.92504892354772e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
192670	AGO4	0.369581138069294	8.11370853550774e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
9220	TIAF1	0.276317129703979	8.16435195157173e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
26112	CCDC69	0.596588621827609	8.16435195157173e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3425	IDUA	0.416870949570404	8.17042335629175e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1537	CYC1	-0.164925774102898	8.17042335629175e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
4282	MIF	-0.223862213977067	8.38898599161836e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3274	HRH2	-0.827409075962805	8.39423194638687e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
100170841	EPOP	-0.198821415167948	8.43848652648281e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1622	DBI	-0.134449237454619	8.46923162425122e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
402	ARL2	0.334253800981446	8.47453380481466e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
3603	IL16	0.119833737257972	8.55575231314901e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6611	SMS	0.410695220854993	8.64232808726314e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6897	TARS1	-0.325139993787281	8.64812866388267e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
6627	SNRPA1	-0.403793375111469	8.70571436966629e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
7443	VRK1	-0.323243856630403	8.70571436966629e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
2547	XRCC6	-0.42368428994937	8.70571436966629e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
4141	MARS1	-0.374300656242978	8.70571436966629e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
130916	MTERF4	0.546751794723241	8.71772173918395e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1265	CNN2	0.356630362900466	8.77583689600669e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
1347	COX7A2	-0.0782024975779167	8.80757312666466e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
79716	NPEPL1	0.310533052837413	8.8819790657124e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
5901	RAN	-0.560921874295369	8.96722598566532e-07	0	0	0	0	0	0	0	0	0	0	0	FALSE
