SYMBOL	ES
RRP1B	0.25 
AKIP1	0.25 
NDUFS5	0.25 
CANX	0.25 
NUP93	0.25 
DARS	0.25 
UCHL5	0.24 
CASP6	0.24 
RPS16	0.24 
H2AFJ	0.24 
SRPK1	0.24 
MRPL45	0.24 
PEMT	0.24 
KCNAB2	0.24 
RWDD4	0.24 
BARD1	0.24 
PDZD11	0.24 
EMC9	0.24 
NAE1	0.24 
PTBP1	0.24 
FAM192A	0.24 
MMS22L	0.24 
EEF2	0.24 
NACA	0.24 
CRIP1	0.24 
PSMD9	0.24 
SMARCE1	0.24 
MGMT	0.24 
ADK	0.24 
APEH	0.24 
ILF3	0.24 
EMC4	0.24 
MFNG	0.24 
CHMP4B	0.24 
MFF	0.24 
CHEK2	0.24 
CD320	0.24 
MRPS17	0.24 
DPY30	0.24 
ALG3	0.24 
TMEM256	0.24 
RAB8A	0.24 
USP5	0.24 
VASP	0.24 
DCLRE1B	0.24 
EMC8	0.24 
RSL1D1	0.24 
MYO1G	0.24 
NUP85	0.24 
EIF1AY	0.24 
RAD21	0.24 
EIF2S3	0.24 
COPZ1	0.24 
MYL12B	0.24 
FKBP8	0.24 
C20orf24	0.24 
APOO	0.24 
ATP6V0B	0.24 
BAZ1B	0.24 
RPL27	0.24 
PES1	0.24 
DENR	0.24 
LIMA1	0.24 
RPL18A	0.24 
MAGOH	0.24 
OSTF1	0.24 
RAD23B	0.24 
C1orf43	0.24 
IGBP1	0.24 
LIMS1	0.24 
CPSF6	0.24 
TMEM14A	0.24 
ACAA1	0.24 
ECH1	0.24 
SIT1	0.24 
NUDT2	0.24 
PPP2R1A	0.24 
PPIL3	0.24 
CPPED1	0.24 
RPN2	0.24 
MRPL42	0.24 
LCP1	0.24 
RMDN1	0.24 
UTP18	0.24 
ACOT8	0.24 
UBE2A	0.24 
UQCR11	0.24 
RPS9	0.24 
UBA2	0.24 
HBS1L	0.24 
CHCHD10	0.24 
RFXANK	0.24 
LYAR	0.24 
NUBP2	0.24 
C4orf48	0.24 
RNASEH1	0.24 
EIF4E2	0.24 
COQ5	0.24 
SAAL1	0.24 
SRR	0.24 
TMEM109	0.24 
PRR13	0.24 
RTCB	0.24 
MRPL34	0.23 
CHCHD4	0.23 
LGALS3	0.23 
RABEPK	0.23 
NCAPH2	0.23 
GAR1	0.23 
ERP29	0.23 
KIF2A	0.23 
TCEAL8	0.23 
PRDX6	0.23 
SMIM4	0.23 
MRPS26	0.23 
HDAC3	0.23 
E2F7	0.23 
LRRFIP2	0.23 
TIMM8A	0.23 
KPNA3	0.23 
RHNO1	0.23 
IMP4	0.23 
NQO1	0.23 
PRKAR1B	0.23 
TACO1	0.23 
DAP3	0.23 
SMARCA4	0.23 
FAM49B	0.23 
ACOT13	0.23 
C1orf123	0.23 
LCK	0.23 
CSRP1	0.23 
MKKS	0.23 
DLD	0.23 
SEPT1	0.23 
RTN3	0.23 
RAB11A	0.23 
MRPL9	0.23 
RCC2	0.23 
TIMM9	0.23 
TXNRD1	0.23 
NOP56	0.23 
SORD	0.23 
FARSA	0.23 
ZDHHC16	0.23 
CRELD2	0.23 
NET1	0.23 
DCAF13	0.23 
PSMG4	0.23 
DHCR24	0.23 
DRAP1	0.23 
GYG1	0.23 
RRS1	0.23 
HRAS	0.23 
PDIA4	0.23 
CSTF2	0.23 
SEPT9	0.23 
BCCIP	0.23 
BRIX1	0.23 
EIF3G	0.23 
EIF4G1	0.23 
DNAJC19	0.23 
PCBD1	0.23 
ODF2	0.23 
KRTCAP2	0.23 
FBXO4	0.23 
DERA	0.23 
CCDC86	0.23 
OSGEP	0.23 
RBFA	0.23 
TEX30	0.23 
CD52	0.23 
GSTZ1	0.23 
ECHDC1	0.23 
RBM42	0.23 
SMTN	0.23 
LAS1L	0.23 
GINS4	0.23 
FAM107B	0.23 
DDOST	0.23 
LYPLA2	0.23 
VPS51	0.23 
CCAR1	0.23 
OTUB1	0.23 
GET4	0.23 
IDH3A	0.23 
CCNB1IP1	0.23 
IFI27L2	0.23 
ERCC1	0.23 
MPV17	0.23 
PRPS2	0.23 
TXNDC9	0.22 
NELFE	0.22 
GPX1	0.22 
SNX10	0.22 
CYB561A3	0.22 
SLC25A46	0.22 
C12orf45	0.22 
MIS18BP1	0.22 
NTAN1	0.22 
DDX21	0.22 
TOX2	0.22 
MIF4GD	0.22 
ABCF1	0.22 
UBL4A	0.22 
DPP4	0.22 
HAT1	0.22 
TRAPPC3	0.22 
COQ3	0.22 
EFHD2	0.22 
MRPS27	0.22 
NOA1	0.22 
SF3A3	0.22 
CCND3	0.22 
PPA2	0.22 
TIFA	0.22 
HIGD1A	0.22 
ARMC6	0.22 
ME2	0.22 
NENF	0.22 
EIF3B	0.22 
NSL1	0.22 
ACTR2	0.22 
CAPNS1	0.22 
TRAF7	0.22 
MRPL46	0.22 
HCLS1	0.22 
MRPS5	0.22 
SIGMAR1	0.22 
FPGS	0.22 
TCOF1	0.22 
MRPL32	0.22 
SOD1	0.22 
BAD	0.22 
POLR3G	0.22 
SSB	0.22 
NECAP2	0.22 
DYNLL1	0.22 
DDX11	0.22 
ADD3	0.22 
ILVBL	0.22 
FUNDC2	0.22 
HARS	0.22 
HMGN3	0.22 
COPS6	0.22 
RPUSD1	0.22 
NQO2	0.22 
CLEC11A	0.22 
MRPS18A	0.22 
ARNTL2	0.22 
FLII	0.22 
RPS13	0.22 
SLC25A17	0.22 
PGD	0.22 
BAX	0.22 
PARP2	0.22 
TMEM14C	0.22 
IL32	0.22 
GEN1	0.22 
CCDC18	0.22 
RPL7A	0.22 
DDX49	0.22 
ACD	0.22 
DCK	0.22 
SARS2	0.22 
SEH1L	0.22 
GNAI3	0.22 
HIST1H4H	0.22 
NAA15	0.22 
APOBEC3C	0.22 
CTPS1	0.22 
FANCB	0.22 
PSMD12	0.22 
KARS	0.22 
TSTA3	0.22 
YIF1A	0.22 
CAPRIN1	0.22 
IKBKE	0.22 
GSTM1	0.22 
LRRCC1	0.22 
TIMM17B	0.21 
ANKRD39	0.21 
PRIM2	0.21 
MRPS6	0.21 
RFWD3	0.21 
ELOVL1	0.21 
COMMD9	0.21 
COA5	0.21 
ANXA4	0.21 
HADHB	0.21 
PSME3	0.21 
MLEC	0.21 
DBF4B	0.21 
SNAP29	0.21 
NUP62	0.21 
GRWD1	0.21 
AP2A1	0.21 
C9orf40	0.21 
UROS	0.21 
CENPJ	0.21 
POLR1D	0.21 
ECSIT	0.21 
METAP2	0.21 
ZNRD1	0.21 
SNX17	0.21 
WAS	0.21 
PRPF38A	0.21 
IARS2	0.21 
ARMC10	0.21 
SMARCC1	0.21 
CBR3	0.21 
KHSRP	0.21 
CPSF3	0.21 
GNG10	0.21 
TTLL12	0.21 
NIPSNAP3A	0.21 
GK	0.21 
ICMT	0.21 
TOR2A	0.21 
HSPA14	0.21 
GPX4	0.21 
EIF2AK1	0.21 
DUSP23	0.21 
GPSM2	0.21 
TMUB1	0.21 
PFKP	0.21 
CIB1	0.21 
RNPEP	0.21 
MTDH	0.21 
TNFAIP8	0.21 
XRN2	0.21 
POLE	0.21 
GPN3	0.21 
CEP57L1	0.21 
ERI1	0.21 
BTF3L4	0.21 
GRK6	0.21 
METTL1	0.21 
ARHGEF39	0.21 
GPAA1	0.21 
RPL12	0.21 
NDUFAF4	0.21 
SRSF10	0.21 
FAM162A	0.21 
FLT3LG	0.21 
NELFCD	0.21 
REEP5	0.21 
MALSU1	0.21 
SMIM15	0.21 
RAB1B	0.21 
COPS5	0.21 
CEP57	0.21 
TMEM18	0.21 
ACADM	0.21 
TRA2B	0.21 
EXOSC7	0.21 
IMPDH1	0.21 
TBRG4	0.21 
NDUFAF1	0.21 
SLC1A4	0.21 
IKBIP	0.21 
MSH2	0.21 
ALKBH3	0.21 
TARS	0.21 
MRPL55	0.21 
NOL12	0.21 
MAPKAPK3	0.21 
PPAT	0.21 
C1orf131	0.21 
IL10RB	0.21 
PGM2	0.21 
NUDT8	0.21 
PIGU	0.21 
EIF5B	0.21 
EIF2A	0.21 
POP5	0.21 
TRIM28	0.21 
TRADD	0.21 
DDB2	0.21 
RANGAP1	0.21 
FOXRED1	0.21 
RAD54B	0.21 
ZBTB8OS	0.21 
WDR43	0.21 
ACTR1A	0.21 
HNRNPDL	0.21 
JTB	0.21 
TAF15	0.21 
COMMD8	0.21 
SLC27A2	0.21 
KLHDC3	0.21 
IMPA2	0.21 
DDX41	0.21 
BUD31	0.21 
THEM4	0.21 
RPP40	0.21 
C11orf58	0.21 
C1orf122	0.21 
REXO2	0.20 
MRRF	0.20 
AIMP1	0.20 
TIMM21	0.20 
PTPN6	0.20 
GRHPR	0.20 
MECR	0.20 
ZCCHC9	0.20 
STT3A	0.20 
SNX3	0.20 
MPHOSPH6	0.20 
RWDD1	0.20 
PCBP2	0.20 
LEO1	0.20 
S1PR1	0.20 
TRAPPC5	0.20 
HMOX2	0.20 
CCDC50	0.20 
PUS1	0.20 
NFYC	0.20 
CEP152	0.20 
DPM3	0.20 
INTS10	0.20 
SFT2D1	0.20 
DCAF7	0.20 
DHX15	0.20 
EFCAB11	0.20 
GMPPB	0.20 
PTPMT1	0.20 
TMPO-AS1	0.20 
TSFM	0.20 
NUP107	0.20 
HAUS7	0.20 
XPO1	0.20 
MOCS2	0.20 
MRPS28	0.20 
PFAS	0.20 
CMAS	0.20 
CDK5	0.20 
SLCO4A1	0.20 
M6PR	0.20 
BSG	0.20 
CASP2	0.20 
HLA-DMB	0.20 
OVCA2	0.20 
STRAP	0.20 
MYC	0.20 
LINC00467	0.20 
TRIM47	0.20 
ENSA	0.20 
DDA1	0.20 
KLF2	0.20 
CWC15	0.20 
AARS	0.20 
ATF7IP2	0.20 
ARHGAP19	0.20 
GLIPR2	0.20 
RNF167	0.20 
VAMP8	0.20 
TAF6	0.20 
SSBP4	0.20 
JAGN1	0.20 
NIT2	0.20 
MLX	0.20 
SHKBP1	0.20 
TOR1A	0.20 
ABCB8	0.20 
FAM104B	0.20 
HLA-DRB5	0.20 
PMM1	0.20 
SASS6	0.20 
UBE2V1	0.20 
RPF2	0.20 
POLR2D	0.20 
TSR3	0.20 
SPA17	0.20 
OAZ2	0.20 
ZBTB32	0.20 
PSMF1	0.20 
EXOSC2	0.20 
KEAP1	0.20 
CSE1L	0.20 
LIMS2	0.20 
EFTUD2	0.20 
NCBP2-AS2	0.20 
ERAL1	0.20 
KIF24	0.20 
CEP128	0.20 
YARS	0.20 
TMEM141	0.20 
CUTA	0.20 
XRCC3	0.20 
PFDN1	0.20 
PSMC6	0.20 
MLH1	0.20 
UMPS	0.20 
MAP4K1	0.20 
VOPP1	0.20 
EIF1AX	0.20 
CORO1C	0.20 
ALDH1B1	0.20 
PPP2R5D	0.20 
AP1S2	0.20 
PPHLN1	0.20 
NIFK	0.20 
SCNM1	0.20 
FBXW5	0.20 
HSP90AA1	0.20 
DPM1	0.20 
RPL36	0.20 
MORN2	0.20 
PDHB	0.20 
DPAGT1	0.20 
LSP1	0.20 
FGFR1	0.20 
SLC39A1	0.20 
NCOA4	0.20 
GPSM3	0.20 
PPP1R35	0.20 
RPL18	0.20 
RAE1	0.20 
NDUFAF2	0.20 
PRPSAP1	0.20 
COPS4	0.20 
HAX1	0.20 
IARS	0.20 
CAPN1	0.20 
GABARAP	0.20 
APOBEC3H	0.20 
SLC7A1	0.20 
UBA1	0.20 
TAF12	0.20 
PCNT	0.20 
PDE6D	0.20 
ZNF593	0.20 
AATF	0.19 
PDLIM7	0.19 
CPSF4	0.19 
AAMDC	0.19 
GLRX2	0.19 
BRCC3	0.19 
MASTL	0.19 
EEPD1	0.19 
TRUB2	0.19 
PMPCB	0.19 
FAM32A	0.19 
TMEM208	0.19 
POLR2F	0.19 
EIF4E	0.19 
TUBB3	0.19 
TAP1	0.19 
ARL1	0.19 
MRPL44	0.19 
NUDCD1	0.19 
ARHGAP11B	0.19 
DDX54	0.19 
SLC2A4RG	0.19 
RPL31	0.19 
GIMAP4	0.19 
BAG6	0.19 
TAF1B	0.19 
ZNF726	0.19 
SF3A2	0.19 
MRPS10	0.19 
SNUPN	0.19 
TIMMDC1	0.19 
MGME1	0.19 
MAZ	0.19 
PUS7	0.19 
NLN	0.19 
FLOT1	0.19 
FUBP1	0.19 
LSM10	0.19 
CHID1	0.19 
BRMS1	0.19 
TBC1D7	0.19 
PIN4	0.19 
C1D	0.19 
YY1	0.19 
SPCS2	0.19 
PTP4A2	0.19 
COPS8	0.19 
HDLBP	0.19 
C5orf30	0.19 
TTC1	0.19 
SND1	0.19 
MCMBP	0.19 
RBM8A	0.19 
BRAT1	0.19 
PIF1	0.19 
KPTN	0.19 
C4orf46	0.19 
JOSD2	0.19 
SUZ12	0.19 
UNC45A	0.19 
GSTK1	0.19 
ATF4	0.19 
THRAP3	0.19 
EED	0.19 
XYLB	0.19 
NUP50	0.19 
ST20	0.19 
PRADC1	0.19 
POLE4	0.19 
PRPF40A	0.19 
CBWD1	0.19 
ZAP70	0.19 
TARBP2	0.19 
IER3IP1	0.19 
MTHFS	0.19 
BAK1	0.19 
FRG1	0.19 
KRAS	0.19 
USB1	0.19 
DPH6	0.19 
ISY1	0.19 
BABAM1	0.19 
GAMT	0.19 
IMMP1L	0.19 
HPS1	0.19 
WDR12	0.19 
TMED9	0.19 
VPS72	0.19 
RNH1	0.19 
NOLC1	0.19 
PPT1	0.19 
CTNNBL1	0.19 
MAP2K2	0.19 
TMEM242	0.19 
TJP2	0.19 
RSRC1	0.19 
REEP4	0.19 
CLINT1	0.19 
CNIH4	0.19 
PCCB	0.19 
TMED2	0.19 
CTNNBIP1	0.19 
MCM8	0.19 
WDYHV1	0.19 
DDB1	0.19 
GTF2F1	0.19 
CHMP4A	0.19 
COQ4	0.19 
ZNF580	0.19 
TONSL	0.19 
TMA16	0.19 
HLA-DPA1	0.19 
ZNF22	0.19 
NSMCE2	0.19 
VCP	0.19 
MRPL43	0.19 
MLST8	0.19 
TMX1	0.19 
ALG5	0.19 
MCCC2	0.19 
NLE1	0.19 
TMEM126B	0.19 
CIAO1	0.18 
ZMAT5	0.18 
G6PD	0.18 
MSH5	0.18 
SNX8	0.18 
MTA2	0.18 
U2AF1	0.18 
HIST2H2AC	0.18 
P2RX5	0.18 
C22orf39	0.18 
PWP1	0.18 
ILKAP	0.18 
EIF4EBP1	0.18 
GTF2F2	0.18 
HCFC1	0.18 
LZIC	0.18 
PLIN3	0.18 
PRIM1	0.18 
FAH	0.18 
NEFH	0.18 
PRPS1	0.18 
SEPHS2	0.18 
DAP	0.18 
AAMP	0.18 
TSN	0.18 
TTC26	0.18 
RPS6KB2	0.18 
TMEM39B	0.18 
LSM14A	0.18 
GRB2	0.18 
TRIAP1	0.18 
RPL6	0.18 
PCNP	0.18 
NANS	0.18 
DLEU1	0.18 
DOHH	0.18 
FHOD1	0.18 
ISCA2	0.18 
NSMCE4A	0.18 
AP1B1	0.18 
ALDH4A1	0.18 
NOP2	0.18 
NCL	0.18 
FAR2	0.18 
GSS	0.18 
MVB12A	0.18 
SMIM19	0.18 
COMMD1	0.18 
NUCB1	0.18 
PSPH	0.18 
HEBP2	0.18 
CDC7	0.18 
TOMM34	0.18 
AGPAT2	0.18 
ATP6V1D	0.18 
PDSS1	0.18 
MPST	0.18 
CYB5R3	0.18 
SFPQ	0.18 
EIF3J	0.18 
SUCLA2	0.18 
HNRNPL	0.18 
PAK1IP1	0.18 
LINC00116	0.18 
XRCC4	0.18 
SFXN2	0.18 
COASY	0.18 
BORA	0.18 
TYW3	0.18 
THG1L	0.18 
SCP2	0.18 
PAAF1	0.18 
RPS6KA1	0.18 
SRSF4	0.18 
CCDC58	0.18 
ARHGEF6	0.18 
MICB	0.18 
NUP210	0.18 
TRMT61A	0.18 
SH2D1A	0.18 
RAD1	0.18 
PNP	0.18 
ALG1	0.18 
MIR181A1HG	0.18 
RPL37	0.18 
DHPS	0.18 
C20orf196	0.18 
OXCT1	0.18 
CD3EAP	0.18 
RAD18	0.18 
CHTOP	0.18 
BCS1L	0.18 
UBE2J2	0.18 
STK16	0.18 
DGCR6L	0.18 
RFC1	0.18 
DARS2	0.18 
ZDHHC3	0.18 
UQCRHL	0.18 
CYCS	0.18 
DYNC1I2	0.18 
LRRC58	0.18 
NR2C2AP	0.18 
NSUN5	0.18 
FDXR	0.18 
MPC1	0.18 
APTX	0.18 
COQ9	0.18 
CNPY2	0.18 
E2F3	0.18 
PIGF	0.18 
PPM1M	0.18 
KDELR1	0.18 
EDF1	0.18 
SDHD	0.18 
GALM	0.18 
STAMBP	0.18 
MRPS9	0.18 
NBEAL1	0.18 
CAPZA2	0.18 
SEPT11	0.18 
NUDT15	0.18 
CDKN2D	0.18 
HIST1H2BC	0.18 
EI24	0.18 
FAM120A	0.18 
SQLE	0.18 
ATPAF1	0.18 
PRPF6	0.18 
CHMP5	0.18 
FIS1	0.18 
PTRH1	0.18 
XRCC1	0.18 
VPS4A	0.17 
UBE2G1	0.17 
RCN1	0.17 
ECE2	0.17 
LUC7L2	0.17 
ZC3H15	0.17 
GNPNAT1	0.17 
CAMTA1	0.17 
NNT	0.17 
RPE	0.17 
SRSF11	0.17 
LYRM1	0.17 
NOC2L	0.17 
HTATIP2	0.17 
HDDC3	0.17 
HMG20B	0.17 
C12orf43	0.17 
KCNN4	0.17 
MAPRE1	0.17 
DENND6B	0.17 
CCDC15	0.17 
MEMO1	0.17 
ACBD6	0.17 
STYXL1	0.17 
SLC39A4	0.17 
MAPK3	0.17 
ARL6IP1	0.17 
ZNF714	0.17 
LSM1	0.17 
RPS24	0.17 
PGAP2	0.17 
CETN3	0.17 
METTL6	0.17 
CMTM3	0.17 
TMEM223	0.17 
MSRB1	0.17 
RTN4	0.17 
ALG8	0.17 
TOMM20	0.17 
ATAD3B	0.17 
HTRA2	0.17 
SF3B3	0.17 
CCDC90B	0.17 
MRPL2	0.17 
TNFRSF25	0.17 
NOP14	0.17 
TUSC2	0.17 
NUDT22	0.17 
RPL36A	0.17 
ATP6V0E2	0.17 
PTGES2	0.17 
RHEB	0.17 
TBC1D10C	0.17 
NIT1	0.17 
RRP36	0.17 
NAT10	0.17 
CYB5A	0.17 
COX14	0.17 
ANXA7	0.17 
GNB1L	0.17 
PPP5C	0.17 
CHURC1	0.17 
SFR1	0.17 
C14orf119	0.17 
DAXX	0.17 
EIF4A3	0.17 
ARHGAP30	0.17 
IFNAR2	0.17 
CCNG1	0.17 
RPS6KA4	0.17 
RRP1	0.17 
USP14	0.17 
PPIE	0.17 
PAXIP1	0.17 
PRPSAP2	0.17 
MITD1	0.17 
PLRG1	0.17 
DDX46	0.17 
RARS	0.17 
NINJ2	0.17 
BCL7C	0.17 
PABPC4	0.17 
SDHA	0.17 
HAUS5	0.17 
MATR3	0.17 
RUSC1	0.17 
VPS35	0.17 
SPAG7	0.17 
RRP9	0.17 
DCXR	0.17 
SKP2	0.17 
EXOSC1	0.17 
TBC1D10B	0.17 
QDPR	0.17 
UBA3	0.17 
MTX2	0.17 
KDSR	0.17 
RNF5	0.17 
RPP25	0.17 
MRPL38	0.17 
BAG1	0.17 
SPG21	0.17 
FADD	0.17 
TXLNA	0.17 
CCNC	0.17 
MAP2K3	0.17 
C1orf228	0.17 
SSR2	0.17 
APOM	0.17 
CHMP1A	0.17 
BCAP31	0.17 
RTN4IP1	0.17 
KDELR2	0.17 
MRM1	0.17 
BCAS4	0.17 
BID	0.17 
GEMIN2	0.17 
FARS2	0.17 
G3BP1	0.17 
ZNF207	0.17 
TSPAN4	0.17 
GNB1	0.17 
SLC35A4	0.17 
GUK1	0.17 
CSNK2A1	0.17 
C6orf226	0.17 
SLTM	0.17 
CDKN2A	0.17 
ARL2	0.17 
ANAPC7	0.17 
TRABD	0.17 
RPS7	0.17 
PITPNA-AS1	0.17 
AP3S1	0.17 
NOL11	0.17 
FAHD1	0.17 
PTPN18	0.17 
TM7SF3	0.17 
GNL3	0.17 
GUCD1	0.17 
VTA1	0.17 
RPL11	0.17 
FBXO22	0.17 
PRKAG1	0.17 
CENPV	0.17 
FGFR1OP	0.17 
ATP6V0D1	0.17 
UBE2D3	0.17 
R3HDM4	0.17 
MTPN	0.17 
DEF6	0.17 
C17orf75	0.17 
SCYL1	0.17 
RNF34	0.17 
IRAK1	0.17 
ANKLE1	0.17 
C21orf59	0.17 
SNW1	0.17 
TLN1	0.17 
FXR1	0.17 
TCF3	0.17 
R3HCC1	0.17 
RALA	0.16 
RBMX	0.16 
MRPS31	0.16 
LACTB2	0.16 
TXNDC12	0.16 
YDJC	0.16 
SLC38A5	0.16 
PTPRN2	0.16 
PEF1	0.16 
RAB7A	0.16 
ATG10	0.16 
HDAC7	0.16 
RNF187	0.16 
SGTA	0.16 
LSM12	0.16 
TPR	0.16 
RBL1	0.16 
PPID	0.16 
USP10	0.16 
PDCD10	0.16 
IMP3	0.16 
CALHM2	0.16 
FIGNL1	0.16 
TES	0.16 
CNOT7	0.16 
RFK	0.16 
LLPH	0.16 
SNAPC2	0.16 
SRD5A3	0.16 
DHX16	0.16 
THOC5	0.16 
MFSD10	0.16 
TTC9C	0.16 
CDK2AP1	0.16 
GDAP1	0.16 
CARM1	0.16 
CDC5L	0.16 
CNP	0.16 
LSG1	0.16 
SCAND1	0.16 
TAF9B	0.16 
NIP7	0.16 
TRMT1	0.16 
EIF2D	0.16 
NDUFA3	0.16 
ZCCHC17	0.16 
DNTTIP1	0.16 
MBD3	0.16 
TFPT	0.16 
RCN2	0.16 
MRGBP	0.16 
PELP1	0.16 
DRG2	0.16 
SLCO3A1	0.16 
MRS2	0.16 
FAM58A	0.16 
RAVER1	0.16 
WDR46	0.16 
LANCL2	0.16 
HNRNPH3	0.16 
EPB41L2	0.16 
MUS81	0.16 
HSCB	0.16 
GSR	0.16 
GRSF1	0.16 
CDC37	0.16 
DDX1	0.16 
LY6E	0.16 
NAGA	0.16 
UBAC1	0.16 
PTTG1IP	0.16 
FAM104A	0.16 
PPP6C	0.16 
PHF14	0.16 
KATNBL1	0.16 
FBXO45	0.16 
UBXN1	0.16 
PPCDC	0.16 
MRPL53	0.16 
FUNDC1	0.16 
WASF2	0.16 
CFDP1	0.16 
DHX9	0.16 
GNG4	0.16 
FLOT2	0.16 
AGGF1	0.16 
PEX11B	0.16 
LARS	0.16 
CEP41	0.16 
DHRS4	0.16 
MRPL30	0.16 
HEBP1	0.16 
SLC25A1	0.16 
CDC27	0.16 
FKBP4	0.16 
PTDSS1	0.16 
DPH2	0.16 
CEP78	0.16 
COLGALT1	0.16 
SLC17A9	0.16 
ITGB1	0.16 
RPL19	0.16 
LASP1	0.16 
MTIF2	0.16 
NDUFV3	0.16 
TSR1	0.16 
GTF2E2	0.16 
SLC27A5	0.16 
USP39	0.16 
EXOSC10	0.16 
PDIA5	0.16 
VTI1B	0.16 
POLR2C	0.16 
GCHFR	0.16 
RTCA	0.16 
RAD51D	0.16 
CLTB	0.16 
DNAJA3	0.16 
SUGT1	0.16 
ARF1	0.16 
RPA2	0.16 
LUC7L3	0.16 
ACO2	0.16 
PRKRA	0.16 
UBA52	0.16 
LXN	0.16 
ACLY	0.16 
TMEM173	0.16 
ALDH18A1	0.16 
GPR137	0.16 
PNPLA4	0.16 
FRA10AC1	0.16 
PRPF4	0.16 
SRP19	0.16 
HP1BP3	0.16 
ARL5A	0.16 
SETD3	0.16 
SMIM7	0.16 
SREK1	0.16 
GUSB	0.16 
POLR2K	0.16 
MIIP	0.16 
LTA4H	0.16 
SCAMP2	0.16 
NDUFAF6	0.16 
PQBP1	0.16 
SLC35F2	0.16 
ELOF1	0.16 
MCAT	0.16 
ALAS1	0.16 
ORMDL2	0.16 
C18orf54	0.16 
RPS23	0.16 
DDX19B	0.16 
GOT1	0.16 
RPN1	0.16 
HPCAL1	0.16 
SNRNP27	0.16 
CPNE1	0.16 
SARS	0.16 
ECI2	0.16 
BIN2	0.16 
HSPA4	0.16 
CHORDC1	0.15 
SMC6	0.15 
THAP4	0.15 
PSMD10	0.15 
ACADS	0.15 
DLAT	0.15 
TRAPPC4	0.15 
FUCA2	0.15 
MEAF6	0.15 
MED30	0.15 
UBAP2L	0.15 
CLPB	0.15 
MPI	0.15 
LARP7	0.15 
CDV3	0.15 
ZNF326	0.15 
MED20	0.15 
CARS2	0.15 
RALBP1	0.15 
SS18L2	0.15 
G6PC3	0.15 
FAM50B	0.15 
TCHP	0.15 
SLC25A22	0.15 
HSDL2	0.15 
THUMPD3	0.15 
DNAJC2	0.15 
CTCF	0.15 
BECN1	0.15 
UBL7-AS1	0.15 
EIF4A1	0.15 
SLC35B2	0.15 
FDX1	0.15 
NOC4L	0.15 
KHK	0.15 
MTHFD2L	0.15 
COX11	0.15 
RP9	0.15 
SUDS3	0.15 
BCKDK	0.15 
RNF26	0.15 
RHOF	0.15 
SLC25A19	0.15 
SLC39A7	0.15 
DNAJA2	0.15 
CMSS1	0.15 
TNFAIP8L2	0.15 
TMEM218	0.15 
SCO2	0.15 
TSPAN2	0.15 
LMAN1	0.15 
ENOPH1	0.15 
HAUS2	0.15 
EXOSC4	0.15 
TUBGCP3	0.15 
AFMID	0.15 
CCDC43	0.15 
METAP1	0.15 
SMIM20	0.15 
CAPZA1	0.15 
PPRC1	0.15 
LTV1	0.15 
RDX	0.15 
C8orf76	0.15 
LARP4	0.15 
C11orf24	0.15 
RPS15	0.15 
ZDHHC13	0.15 
SNHG10	0.15 
IFI35	0.15 
ZNF93	0.15 
UBE2Q2	0.15 
FAM45A	0.15 
MYBBP1A	0.15 
BST2	0.15 
COPS2	0.15 
SPN	0.15 
DHX30	0.15 
